call_id,actdate,acttime,streetnbr,street,geox,geoy,naturecode
P170179609,11/7/2017 0:00,1417,298,WINSLOW WAY W,122354881,23252759,SUSPI4
P170179669,11/7/2017 0:00,1614,11369,KALLGREN RD NE,122591591,24756204,FI
P170179721,11/7/2017 0:00,1749,,NE DAY RD E / STATE HWY 305 NE,122023646,25247430,T
P170175325,10/30/2017 0:00,1543,1315,WINTERGREEN LN NE,122603642,23680795,THEFT4
P170179899,11/8/2017 0:00,0248,10791,SUNRISE DR NE,122710945,24572199,BLSG
P170175359,10/30/2017 0:00,1641,625,WINSLOW WAY E,122607645,23236096,FU
P170175397,10/30/2017 0:00,1745,499,OLYMPIC DR SE,122674000,23182900,T
P170175769,10/31/2017 0:00,1355,629,WINSLOW WAY E,122604579,23245314,PC4
P170175872,10/31/2017 0:00,1725,360,TORMEY LN NE,122527299,23595657,VERBA3
P170175971,10/31/2017 0:00,2104,9090,NE DAY RD E,122298145,25258501,DV3
P170180310,11/8/2017 0:00,2036,414,WINSLOW WAY E,122531576,23245961,PC4
P170180357,11/8/2017 0:00,2328,253,HIGH SCHOOL RD NE,122482896,23613603,PC4
P170180373,11/9/2017 0:00,0120,379,HENSHAW WAY NE,122456557,23291750,PC4
P170180396,11/9/2017 0:00,0326,11299,ARROW POINT DR NE,121095342,24676599,PC4
P170180580,11/9/2017 0:00,1215,,REITAN RD NE / STATE HWY 305 NE,121501985,26370323,TRAFF3
P170176779,11/2/2017 0:00,1056,,FERNCLIFF AVE NE / NE YAQUINA AVE,122692244,24004955,WC3
P170177389,11/3/2017 0:00,1127,,ERICKSEN AVE NE / WYATT WAY NE,122529249,23379651,ASSIS4
P170180824,11/9/2017 0:00,1956,,NORTH MADISON AVE NE / NE TORVANGER RD,122452409,25628167,T
P170180906,11/9/2017 0:00,2332,7449,NE NORTH ST,121799668,26631013,PC4
P170177468,11/3/2017 0:00,1321,4411,POINT WHITE DR NE,121595143,22510895,FU
P170181101,11/10/2017 0:00,1057,380,WINSLOW WAY E,122507500,23253200,ALS
P170181196,11/10/2017 0:00,1405,343,WINSLOW WAY E,122510453,23228755,MVC3
P170177488,11/3/2017 0:00,1354,9125,SPORTSMAN CLUB RD NE,122244794,24001398,FU
P170181456,11/10/2017 0:00,2254,241,WEAVER RD NW,122177652,23311254,PC4
P170181452,11/10/2017 0:00,2242,1051,MADISON AVE N,122420645,23577047,PC4
P170181495,11/11/2017 0:00,0027,4192,NE EAGLE HARBOR DR,122699495,22888296,PC4
P170181573,11/11/2017 0:00,0758,,NE DAY RD E / STATE HWY 305 NE,122023646,25247430,DUI3
P170177606,11/3/2017 0:00,1654,570,WOOD AVE SW,122355095,23100996,MISC4
P170177766,11/3/2017 0:00,2143,,"XY(121062391,24670999)",121062391,24670999,CELL
P170181647,11/11/2017 0:00,1054,2663,UPPER FARMS RD NE,123093984,21890513,PC4
P170177823,11/4/2017 0:00,0007,13976,PHELPS RD NE,122294298,25677290,PC4
P170181907,11/11/2017 0:00,1957,,NE BUCKLIN HILL RD / NE EAGLE HARBOR DR,121966375,23305009,T
P170181962,11/11/2017 0:00,2153,7547,NE NORTH ST,121827629,26630251,PC4
P170182021,11/12/2017 0:00,0031,4192,NE EAGLE HARBOR DR,122699495,22888296,PC4
P170182053,11/12/2017 0:00,0238,673,WINSLOW WAY E,122615795,23244975,MISC3
P170173766,10/27/2017 0:00,1903,15446,SUNRISE DR NE,122763796,26092302,PC4
P170182311,11/12/2017 0:00,1733,8366,NE HIDDEN COVE RD,122099010,25767469,PC4
P170182379,11/12/2017 0:00,2022,4699,NE MILL HEIGHTS CIR,122712195,22571145,UNKNO3
P170178101,11/4/2017 0:00,1452,5273,ROSE AVE NE,122407995,22798946,HARAS4
P170178366,11/5/2017 0:00,0224,4192,NE EAGLE HARBOR DR,122699495,22888296,PC4
P170173759,10/27/2017 0:00,1853,3219,POINT WHITE DR NE,121362693,22138744,CIVIL4
P170182582,11/13/2017 0:00,0838,9964,NE LAFAYETTE AVE,122616795,26192702,WIRESU
P170179054,11/6/2017 0:00,1402,299,SHANNON DR SE,122508700,23164500,FI
P170095854,6/18/2017 0:00,0105,15798,STATE HWY 305 NE,121419100,26448500,PC3
P170095969,6/18/2017 0:00,1005,,NE DAY RD E / NORTH MADISON AVE NE,122469056,25230947,T
P170096203,6/18/2017 0:00,1751,,NE BILL POINT DR / NE OLD CREOSOTE HILL RD,122853020,22847864,T
P170179139,11/6/2017 0:00,1704,,AGATEWOOD RD NE / STATE HWY 305 NE,121562268,26138373,MVC4
P170179542,11/7/2017 0:00,1242,15575,WASHINGTON AVE NE,122409495,26157902,FRAUD4
P170096418,6/19/2017 0:00,0316,9646,NORTH TOWN DR NE,122317495,23997117,PC4
P170096519,6/19/2017 0:00,1006,7666,NE HIGH SCHOOL RD,121802600,23667700,PC4
P170179597,11/7/2017 0:00,1400,8555,MADISON AVE N,122413545,23788748,T
P170179602,11/7/2017 0:00,1406,9490,NE HIGH SCHOOL RD,122358400,23704100,T
P170179782,11/7/2017 0:00,2025,817,HIGH SCHOOL RD NE,122668648,23642338,CIVIL3
P170096662,6/19/2017 0:00,1400,625,WINSLOW WAY E,122607645,23236096,WRT3
P170180012,11/8/2017 0:00,0942,9522,MANDUS OLSON RD NE,121784245,24196830,PC4
P170180094,11/8/2017 0:00,1201,,FLETCHER BAY RD NE / NE NEW BROOKLYN RD,121365993,23936591,MVC4
P170096832,6/19/2017 0:00,1820,15027,WASHINGTON AVE NE,122426427,25958120,TRAFF3
P170180130,11/8/2017 0:00,1302,9835,NE ROSE TRAIL LN,122401495,22715745,SUSPI3
P170096984,6/19/2017 0:00,2355,3903,BLAKELY AVE NE,122584108,22261020,PC4
P170097467,6/20/2017 0:00,1932,13724,SUNRISE DR NE,122794746,25513201,ALSP
P170097586,6/20/2017 0:00,2300,4192,NE EAGLE HARBOR DR,122699495,22888296,PC4
P170097625,6/21/2017 0:00,0044,7329,NE HIDDEN COVE RD,121721431,25653587,PC4
P170180235,11/8/2017 0:00,1649,,NE EAGLE HARBOR DR / HARBOR PL,122179873,23089351,TRAFF3
P170097877,6/21/2017 0:00,1221,9330,NE HIGH SCHOOL RD,122364045,23666097,MALIC3
P170180297,11/8/2017 0:00,1954,105,FERNCLIFF AVE NE,122689985,23245162,PC4
P170097906,6/21/2017 0:00,1258,15167,SUNRISE DR NE,122751349,26049156,MISC4
P170098020,6/21/2017 0:00,1623,,"XY(122441438,21737461)",122441438,21737461,CELL
P170098086,6/21/2017 0:00,1820,5387,CREOSOTE PL NE,122939590,22890515,PC4
P170098090,6/21/2017 0:00,1835,711,DEERCLIFF RD NE,122651645,23569897,BURGL4
P170180671,11/9/2017 0:00,1418,937,HILDEBRAND LN NE,122528095,23572997,THEFT4
P170098251,6/21/2017 0:00,2354,8396,NE COUNTY PARK RD,122070431,26163636,PC4
P170098298,6/22/2017 0:00,0253,,LYNWOOD CENTER RD NE / NE WOODSON LN,121763853,22572685,T
P170180749,11/9/2017 0:00,1702,15123,NE ANNA VERA LN,122013844,25962352,VERBA4
P170098442,6/22/2017 0:00,1112,811,CHERRY AVE NE,122936796,23480247,VERBA4
P170180947,11/10/2017 0:00,0158,15347,SUQUAMISH WAY NE,121270125,26463609,INFOP4
P170098520,6/22/2017 0:00,1307,225,NE HIGH SCHOOL RD,122373845,23636947,WC3
P170181345,11/10/2017 0:00,1900,,BLAKELY AVE NE / WEST BLAKELY RD NE,122038788,22396300,TRAFF3
P170181635,11/11/2017 0:00,1025,1178,HILDEBRAND LN NE,122535219,23622513,PC4
P170098666,6/22/2017 0:00,1650,14682,KOMEDAL RD NE,121569471,25902245,PC4
P170098725,6/22/2017 0:00,1817,6213,NE TOLO RD,121316443,24314749,ASSIS3
P170181643,11/11/2017 0:00,1041,636,VINEYARD LN,122579352,23445825,PC4
P170098905,6/22/2017 0:00,2234,,NE DAY RD E / STATE HWY 305 NE,122023646,25247430,DUI3
P170181814,11/11/2017 0:00,1607,15446,SUNRISE DR NE,122763796,26092302,PC4
P170098976,6/23/2017 0:00,0119,4192,NE EAGLE HARBOR DR,122699495,22888296,PC4
P170098988,6/23/2017 0:00,0157,9600,NE LOVGREEN RD E,122439404,24968203,T
P170099007,6/23/2017 0:00,0305,9376,NE HIGH SCHOOL RD,122360318,23650381,PC4
P170099009,6/23/2017 0:00,0317,406,HIGH SCHOOL RD NE,122537800,23644900,FI
P170182286,11/12/2017 0:00,1614,11369,KALLGREN RD NE,122591591,24756204,FU
P170182424,11/12/2017 0:00,2223,9403,CAPSTAN DR NE,122185644,23727197,DV2
P170182442,11/13/2017 0:00,0013,299,SHANNON DR SE,122508700,23164500,NARCO4
P170099381,6/23/2017 0:00,1641,,COMMODORE LN NW / ELIZABETH PL NW,122276787,23703917,T
P170182539,11/13/2017 0:00,0707,406,HIGH SCHOOL RD NE,122537800,23644900,FI
P170099710,6/24/2017 0:00,0205,,ELLINGSEN RD NE / PHELPS RD NE,122341957,25740625,T
P170099715,6/24/2017 0:00,0218,15250,ALMA PL NE,121566400,26061700,FI
P170099723,6/24/2017 0:00,0239,9401,NE BUSINESS PARK LN,122325614,24094644,PC4
P170099773,6/24/2017 0:00,0736,835,MADISON AVE N,122415345,23498497,MISSI4
P170100026,6/24/2017 0:00,1721,,"XY(122346628,24074242)",122346628,24074242,CELL
P170100060,6/24/2017 0:00,1818,,NE DAY RD E / STATE HWY 305 NE,122023646,25247430,DUI3
P170100298,6/25/2017 0:00,0306,,STATE HWY 305 NE / NE WEST PORT MADISON RD,121590942,26041592,T
P170179088,11/6/2017 0:00,1515,,NE DAY RD E / STATE HWY 305 NE,122023646,25247430,RECKL3
P170096306,6/18/2017 0:00,2108,10674,NE SOUTH BEACH DR,122709365,21429442,PC4
P170100763,6/25/2017 0:00,2327,9514,MANDUS OLSON RD NE,121786746,24195648,PC4
P170100807,6/26/2017 0:00,0159,625,WINSLOW WAY E,122607645,23236096,PC4
P170100833,6/26/2017 0:00,0340,657,WINSLOW WAY E,122611716,23245099,PC4
P170096390,6/19/2017 0:00,0109,10101,STATE HWY 305 NE,122394799,24325600,PC4
P170096544,6/19/2017 0:00,1042,4872,NE DOTSON LOOP,121803714,22578192,THEFT4
P170096579,6/19/2017 0:00,1135,4051,POINT WHITE DR NE,121504098,22428280,PC4
P170101713,6/27/2017 0:00,1253,10140,HIGH SCHOOL RD NE,122619700,23650400,MISC4
P170101848,6/27/2017 0:00,1620,287,FINCH PL SW,122398184,23223070,FU
P170096588,6/19/2017 0:00,1151,4125,PLEASANT BEACH DR NE,121795135,22378966,PC4
P170096735,6/19/2017 0:00,1548,,MADISON AVE N / STATE HWY 305 NE,122472788,23963126,MVCB
P170096781,6/19/2017 0:00,1653,,FERNCLIFF AVE NE / HAWLEY WAY NE,122690896,23281528,MVC4
P170102033,6/27/2017 0:00,2119,7428,NE HIGH SCHOOL RD,121731634,23668263,PC4
P170096885,6/19/2017 0:00,1944,,MADISON AVE N / WALLACE WAY NE,122433841,23514716,UNKNO3
P170102156,6/28/2017 0:00,0418,16273,REITAN RD NE,121427893,26408853,ALRA
P170102158,6/28/2017 0:00,0500,659,WINSLOW WAY E,122612226,23245083,PC4
P170102207,6/28/2017 0:00,0844,280,MADISON AVE N,122441895,23299097,MISC3
P170097780,6/21/2017 0:00,0940,9362,NE HIGH SCHOOL RD,122356247,23650532,PC4
P170097905,6/21/2017 0:00,1257,321,HIGH SCHOOL RD NE,122500500,23645700,MALIC3
P170098100,6/21/2017 0:00,1854,625,WINSLOW WAY E,122607645,23236096,WRT4
P170102835,6/29/2017 0:00,0100,177,WINSLOW WAY E,122453701,23248635,PC4
P170098315,6/22/2017 0:00,0442,740,WINSLOW WAY E,122634275,23251192,ALRA
P170103466,6/29/2017 0:00,2319,,HIGH SCHOOL RD NE / STATE HWY 305 NE,122571327,23644516,T
P170098456,6/22/2017 0:00,1134,240,CAMELIA LOOP NE,122464745,23595697,THREA4
P170098614,6/22/2017 0:00,1527,835,MADISON AVE N,122415345,23498497,WC911
P170098635,6/22/2017 0:00,1610,1527,ARTHUR PL NW,122245194,23735647,SUSPI4
P170103854,6/30/2017 0:00,1510,15446,SUNRISE DR NE,122763796,26092302,PC4
P170103875,6/30/2017 0:00,1535,,GILMORE WAY NE / WINSLOW WAY E,122615463,23254363,CELL
P170098780,6/22/2017 0:00,1934,,NE HIGH SCHOOL RD / MADISON AVE N,122434490,23650765,T
P170103976,6/30/2017 0:00,1807,,NE HIGH SCHOOL RD / HORIZON VIEW PL NW,122310438,23631740,CELL
P170104113,6/30/2017 0:00,2156,8506,GRAND AVE NE,122798496,23808148,UNWAN4
P170098955,6/23/2017 0:00,0007,,NE SEABOLD CHURCH RD / STATE HWY 305 NE,121629175,25910575,DUI3
P170099063,6/23/2017 0:00,0801,,KOMEDAL RD NE / NE RALSTON RD,121559149,25779350,T
P170099271,6/23/2017 0:00,1419,3949,CRYSTAL SPRINGS DR NE,121044292,22370245,PC4
P170104439,7/1/2017 0:00,1405,,SPORTSMAN CLUB RD NE / STATE HWY 305 NE,122395381,24298435,TRAFF3
P170104441,7/1/2017 0:00,1409,625,WINSLOW WAY E,122607645,23236096,MISC4
P170104504,7/1/2017 0:00,1615,710,JOHN NELSON LN NE,122594695,23462497,ALRA
P170104517,7/1/2017 0:00,1642,,MILLER RD NE / NE NEW BROOKLYN RD,121365993,23936591,T
P170099284,6/23/2017 0:00,1434,12194,SUNRISE DR NE,122739645,25018200,PC4
P170104602,7/1/2017 0:00,1921,,MADISON AVE N / WYATT WAY NE,122430882,23382078,T
P170099597,6/23/2017 0:00,2156,,HIGH SCHOOL RD NE / STATE HWY 305 NE,122571327,23644516,T
P170099621,6/23/2017 0:00,2229,,NE BUCKLIN HILL RD / NE EAGLE HARBOR DR,121966375,23305009,T
P170182640,11/13/2017 0:00,1012,9559,COPPERTOP LOOP NE,122376065,24118654,PC4
P170182644,11/13/2017 0:00,1015,,"XY(121287720,22864596)",121287720,22864596,ASSIS3
P170095842,6/18/2017 0:00,0020,20105,PUGH RD NE,120048390,27699105,ASSIS3
P170101090,6/26/2017 0:00,1328,368,WILLS LN NW,122373446,23364137,THEFT4
P170182726,11/13/2017 0:00,1216,,NE BILL POINT DR / NE OLD CREOSOTE HILL RD,122853020,22847864,TRAFF3
P170182741,11/13/2017 0:00,1236,,NE DAY RD E / STATE HWY 305 NE,122023646,25247430,MVC3
P170182770,11/13/2017 0:00,1306,15798,STATE HWY 305 NE,121419100,26448500,TRAFF3
P170182779,11/13/2017 0:00,1312,,NE BYRON DR / ELEANOR PL NE,122737176,23703014,WIRESL
P170182805,11/13/2017 0:00,1347,15446,SUNRISE DR NE,122763796,26092302,PC4
P170182825,11/13/2017 0:00,1415,9603,COPPERTOP LOOP NE,122378540,24107517,PC4
P170182902,11/13/2017 0:00,1530,,HALEY LOOP NE / RIDGE LN NE,121835523,23270153,SUSPI4
P170101596,6/27/2017 0:00,0918,,NE BERGMAN RD / MILLER RD NE,121825665,25121020,T
P170182846,11/13/2017 0:00,1445,11751,SUNSET AVE NE,120994992,24908450,WATERR
P170182914,11/13/2017 0:00,1542,8033,NE BUCKLIN HILL RD,121972270,23180771,FRAUD4
P170183068,11/13/2017 0:00,1757,8145,SPRINGRIDGE RD NE,121250228,23728175,T
P170183051,11/13/2017 0:00,1734,9208,NE LOVGREEN RD E,122339445,24990650,MVC4
P170183035,11/13/2017 0:00,1715,5151,CRYSTAL SPRINGS DR NE,121108692,22763396,WC911
P170183123,11/13/2017 0:00,2014,,NE KOURA RD / STATE HWY 305 NE,122310462,24709752,DUI3
P170101612,6/27/2017 0:00,0945,3992,ROCKAWAY BEACH RD NE,122960446,22281645,PC3
P170183630,11/14/2017 0:00,1654,,KOMEDAL RD NE / NE SEABOLD RD,121565233,26043144,T
P170183657,11/14/2017 0:00,1747,8800,MADISON AVE N,122461785,23903536,WC911
P170183665,11/14/2017 0:00,1806,,REITAN RD NE / STATE HWY 305 NE,121438217,26435044,SUSPI3
P170101919,6/27/2017 0:00,1758,132,OLYMPIC DR SE,122596965,23236602,FU
P170183692,11/14/2017 0:00,1855,170,HARBOR SQUARE LOOP NE,122631973,23272822,SFC
P170101954,6/27/2017 0:00,1906,7501,NE WEST PORT MADISON RD,121806984,26035625,ALRA
P170183743,11/14/2017 0:00,2029,,HIGH SCHOOL RD NE / HILDEBRAND LN NE,122535741,23645021,MVC3
P170183855,11/15/2017 0:00,0441,,STATE HWY 305 NE / WINSLOW WAY E,122597314,23245536,TRAFF3
P170102139,6/28/2017 0:00,0220,8868,NE WARDWELL RD,122209394,24334549,NOISE4
P170102214,6/28/2017 0:00,0857,16300,STATE HWY 305 NE,120666091,26263703,SUICIB
P170184445,11/16/2017 0:00,0320,425,WINSLOW WAY E,122534300,23245900,ALSP
P170184502,11/16/2017 0:00,0743,7096,NE KOURA RD,121570399,24728899,T
P170102220,6/28/2017 0:00,0908,15798,STATE HWY 305 NE,121419100,26448500,TRAFF3
P170102475,6/28/2017 0:00,1453,,NE COUNTY PARK RD / NE WEST PORT MADISON RD,122033322,26160265,ASSIS3
P170184941,11/16/2017 0:00,2204,4200,RODEO LN NE,121362943,22358695,UNKNO3
P170184954,11/16/2017 0:00,2240,7934,NE BUCKLIN HILL RD,121886944,23147746,T
P170184995,11/17/2017 0:00,0130,1179,HILDEBRAND LN NE,122535227,23623030,PC4
P170103395,6/29/2017 0:00,2124,,BLAKELY AVE NE / NE TANI CREEK RD,122266906,22286928,T
P170103487,6/30/2017 0:00,0001,,SPORTSMAN CLUB RD NE / STATE HWY 305 NE,122395381,24298435,T
P170103541,6/30/2017 0:00,0227,9399,NE DAY RD E,122400194,25232907,PC4
P170103614,6/30/2017 0:00,0828,625,WINSLOW WAY E,122607645,23236096,PC4
P170103956,6/30/2017 0:00,1737,19245,10TH AVE NE,119677639,27424055,ASSIS3
P170185730,11/18/2017 0:00,0529,253,HIGH SCHOOL RD NE,122470100,23646300,PC4
P170185744,11/18/2017 0:00,0702,,DUANE LN NW / IHLAND WAY NE,122442227,23562077,CELL
P170186079,11/18/2017 0:00,2017,7562,NE HIGH SCHOOL RD,121771717,23667978,PC4
P170186106,11/18/2017 0:00,2101,,BIHI,122401815,23679522,FI
P170104194,7/1/2017 0:00,0037,8627,SANDS AVE NE,121913561,23880151,PC4
P170186262,11/19/2017 0:00,0302,10324,NE VALLEY RD,122698052,24698225,PC4
P170186271,11/19/2017 0:00,0353,290,MADISON AVE N,122429400,23321800,FI
P170186280,11/19/2017 0:00,0505,8096,NE DAY RD W,121977481,25249307,PC4
P170186282,11/19/2017 0:00,0520,8730,FLETCHER BAY RD NE,121371095,23917118,PC4
P170186281,11/19/2017 0:00,0508,299,SHANNON DR SE,122508700,23164500,PC4
P170186286,11/19/2017 0:00,0546,10932,MILLER RD NE,121545921,24627999,PC4
P170186365,11/19/2017 0:00,1048,15250,ALMA PL NE,121566400,26061700,PC4
P170186442,11/19/2017 0:00,1352,640,LANDMARK CT NE,122771311,23395129,PC4
P170186495,11/19/2017 0:00,1634,,"XY(122321971,23819751)",122321971,23819751,CELL
P170104305,7/1/2017 0:00,0843,,SUNRISE DR NE / NE WINTHERS RD,122728115,24960035,T
P170186779,11/20/2017 0:00,0846,,NE HIGH SCHOOL RD / LOVELL AVE NW,122306189,23652413,TRAFF3
P170186871,11/20/2017 0:00,1054,,NORTH MADISON AVE NE / STATE HWY 305 NE,122395381,24298435,T
P170187018,11/20/2017 0:00,1504,7069,NE DOLPHIN DR,121653393,26244903,FU
P170187227,11/20/2017 0:00,2127,1315,WINTERGREEN LN NE,122603642,23680795,PC4
P170187461,11/21/2017 0:00,1049,,FINCH RD NE / NE HIGH SCHOOL RD,122040846,23661891,FI
P170187558,11/21/2017 0:00,1358,,HIGH SCHOOL RD NE / STATE HWY 305 NE,122571327,23644516,WC3
P170187694,11/21/2017 0:00,1750,9435,NORTH TOWN DR NE,122317195,24035798,SEXOF4
P170104554,7/1/2017 0:00,1741,9125,SPORTSMAN CLUB RD NE,122244794,24001398,ASSAU4
P170104677,7/1/2017 0:00,2117,11225,MEADOWMEER CIR NE,121977126,24729237,LOUDP4
P170104888,7/2/2017 0:00,0843,1075,LOVELL AVE NW,122304016,23578952,HARAS3
P170182660,11/13/2017 0:00,1039,,MADISON AVE N / NE NEW BROOKLYN RD,122442445,23911861,T
P170100326,6/25/2017 0:00,0731,860,GILMORE WAY NE,122676545,23316947,DV3
P170187955,11/22/2017 0:00,0940,,HALL BROTHERS LOOP NW / WINSLOW WAY W,122372752,23252134,T
P170100484,6/25/2017 0:00,1401,14750,NW ARABIAN WAY,114353479,23411796,WC3
P170187959,11/22/2017 0:00,0955,501,CAVE AVE NE,122617145,23386447,FI
P170182886,11/13/2017 0:00,1514,,NE BEACH CREST DR / MANITOU BEACH DR NE,122703393,24386009,WIRESU
P170183524,11/14/2017 0:00,1422,8125,HIGH SCHOOL LOOP NE,121938344,23695647,WIRESL
P170188087,11/22/2017 0:00,1237,10255,NE VALLEY RD,122674600,24698700,HARAS4
P170188134,11/22/2017 0:00,1350,,EUCLID AVE NE / NE MEIGS RD,122416985,26000588,CELL
P170183645,11/14/2017 0:00,1719,,NE KOURA RD / STATE HWY 305 NE,122310462,24709752,MVC2
P170188205,11/22/2017 0:00,1551,10066,EDGECOMBE PL NE,122501745,24260449,FRAUD4
P170183667,11/14/2017 0:00,1812,11299,ARROW POINT DR NE,121095342,24676599,ALRA
P170188352,11/22/2017 0:00,2106,1313,WINTERGREEN LN NE,122611917,23659883,PC4
P170188578,11/23/2017 0:00,1120,6500,NE BAKER HILL RD,121407643,22714045,T
P170183706,11/14/2017 0:00,1924,9330,NE HIGH SCHOOL RD,122364045,23666097,PC3
P170184065,11/15/2017 0:00,1340,,NE HIGH SCHOOL RD / SPORTSMAN CLUB RD NE,122101057,23659699,T
P170184288,11/15/2017 0:00,1930,7571,NE DOLPHIN DR,121805400,26281400,ALRA
P170188896,11/24/2017 0:00,0453,15798,STATE HWY 305 NE,121419100,26448500,DUI3
P170188955,11/24/2017 0:00,0909,424,HIGH SCHOOL RD NE,122544547,23644898,PC4
P170188960,11/24/2017 0:00,0924,5399,CREOSOTE PL NE,122937886,22898499,PC4
P170184722,11/16/2017 0:00,1515,625,WINSLOW WAY E,122607645,23236096,FU
P170189113,11/24/2017 0:00,1513,7431,NE NORTH ST,121794532,26631139,PC4
P170189118,11/24/2017 0:00,1523,10634,ARROW POINT DR NE,121136405,24635879,PC4
P170189125,11/24/2017 0:00,1539,6200,NE HIDDEN COVE RD,121393467,25658251,PC4
P170184798,11/16/2017 0:00,1732,625,WINSLOW WAY E,122607645,23236096,MISC4
P170189144,11/24/2017 0:00,1606,11299,ARROW POINT DR NE,121095342,24676599,PC4
P170189170,11/24/2017 0:00,1637,,FLETCHER BAY RD NE / NE NEW BROOKLYN RD,121365993,23936591,T
P170185291,11/17/2017 0:00,1358,600-BLK,GROW AVE NW,122333106,23415914,FOUND5
P170189434,11/25/2017 0:00,0050,,STATE HWY 305 NE / SUQUAMISH WAY NE,121273196,26526675,T
P170189437,11/25/2017 0:00,0054,280,SHANNON DR SE,122494674,23164894,PC4
P170189485,11/25/2017 0:00,0326,1407,MADISON AVE N,122437619,23661641,PC4
P170189496,11/25/2017 0:00,0445,324,WINSLOW WAY E,122499065,23247234,PC4
P170189515,11/25/2017 0:00,0614,,NE HIDDEN COVE RD / STATE HWY 305 NE,121741380,25661177,ASSIS3
P170189525,11/25/2017 0:00,0703,590,WINSLOW WAY E,122587300,23250300,PC4
P170189570,11/25/2017 0:00,1047,9629,SPORTSMAN CLUB RD NE,122367289,24209481,PC4
P170189578,11/25/2017 0:00,1058,761,HIGH SCHOOL RD NE,122657477,23642661,SUSPI4
P170185361,11/17/2017 0:00,1547,,BLAKELY HILL RD NE / NE OLD MILL RD,122607612,22450674,RECKL3
P170185397,11/17/2017 0:00,1637,,STATE HWY 305 NE / VINEYARD LN,122559456,23438610,GASLI
P170185447,11/17/2017 0:00,1755,11393,SUNRISE DR NE,122710795,24773950,ALRA
P170189707,11/25/2017 0:00,1526,393,WINSLOW WAY E,122522865,23246119,RECKL3
P170185629,11/17/2017 0:00,2310,,BLAKELY AVE NE / NE OLD MILL RD,121925983,23093545,T
P170189738,11/25/2017 0:00,1619,,HIGH SCHOOL RD NE / STATE HWY 305 NE,122571327,23644516,SUSPI3
P170189764,11/25/2017 0:00,1710,10621,STATE HWY 305 NE,122392104,24483695,PC4
P170189838,11/25/2017 0:00,1932,,NE DAY RD W / MILLER RD NE,121978601,25249261,T
P170186149,11/18/2017 0:00,2229,506,WINSLOW WAY E,122556493,23247225,PC4
P170186703,11/20/2017 0:00,0339,659,WINSLOW WAY E,122612226,23245083,MISC3
P170189895,11/25/2017 0:00,2135,356,WINSLOW WAY E,122506293,23246856,PC4
P170189927,11/25/2017 0:00,2308,240-BLK,WEAVER RD NW,122177648,23311252,FI
P170189962,11/26/2017 0:00,0042,228,FERNCLIFF AVE NE,122691088,23289585,PC4
P170186952,11/20/2017 0:00,1302,,FERNCLIFF AVE NE / HIGH SCHOOL RD NE,122700573,23641750,CHILD3
P170189999,11/26/2017 0:00,0212,8863,MADISON AVE N,122451637,23947034,PC4
P170190034,11/26/2017 0:00,0538,14110,KOMEDAL RD NE,121556817,25687246,PC4
P170190080,11/26/2017 0:00,1014,1200,HILDEBRAND LN NE,122551345,23614747,PC4
P170190091,11/26/2017 0:00,1038,4693,LYNWOOD CENTER RD NE,121759662,22552461,PC4
P170190117,11/26/2017 0:00,1127,10958,NE MANITOU PARK BLVD,122960210,24607333,PC4
P170190118,11/26/2017 0:00,1127,901,CURTIS LOOP NE,122660637,23418497,PC4
P170187715,11/21/2017 0:00,1817,,KITSAP WAY / LAKEHURST DR,117978512,21648581,INFOP3
P170190196,11/26/2017 0:00,1452,,STATE HWY 305 NE / VINEYARD LN,122557208,23457393,PC4
P170190210,11/26/2017 0:00,1541,460,WINSLOW WAY E,122544258,23246092,PC4
P170190303,11/26/2017 0:00,2002,8555,MADISON AVE N,122413545,23788748,T
P170190421,11/27/2017 0:00,0019,625,WINSLOW WAY E,122607645,23236096,ASSIS4
P170190436,11/27/2017 0:00,0120,10435,MANITOU BEACH DR NE,122828451,24438916,PC4
P170190465,11/27/2017 0:00,0506,1305,WINTERGREEN LN NE,122611931,23649567,PC4
P170190471,11/27/2017 0:00,0558,1200,HILDEBRAND LN NE,122551345,23614747,PC4
P170190656,11/27/2017 0:00,1255,829,HIGH SCHOOL RD NE,122684100,23597800,DV2
P170190729,11/27/2017 0:00,1455,2000,BEANS BIGHT RD NE,123046346,21627293,ALRS
P170190745,11/27/2017 0:00,1525,7861,NE BUCKLIN HILL RD,121868094,23114996,MISC4
P170187663,11/21/2017 0:00,1658,16760,AGATE POINT RD NE,121901444,26515703,VEHIT4
P170190833,11/27/2017 0:00,1807,21296,STATE HWY 305 NE,119389767,28038070,T
P170190913,11/27/2017 0:00,2123,3594,NE EAGLE HARBOR DR,122899971,22858885,PC4
P170190957,11/27/2017 0:00,2256,,NE MANUAL RD / STATE HWY 305 NE,121711094,25706240,T
