call_id,actdate,acttime,streetnbr,street,geox,geoy,naturecode
P170159377,10/2/2017 0:00,1222,,NE BUSINESS PARK LN / SPORTSMAN CLUB RD NE,122322363,24094833,T
P170154332,9/23/2017 0:00,1001,,NE LOFGREN RD / MORAN RD NE,122445950,24110468,MVC3
P170154474,9/23/2017 0:00,1502,,HIGH SCHOOL RD NE / STATE HWY 305 NE,122571327,23644516,T
P170159534,10/2/2017 0:00,1637,,NE BAKER HILL RD / BLAKELY AVE NE,122016561,22599535,T
P170154850,9/24/2017 0:00,1217,1226,ANANDA PL NW,122289198,23645747,NOISE4
P170155240,9/25/2017 0:00,0850,8355,NE DAY RD E,122064294,25221150,UNWAN4
P170159655,10/2/2017 0:00,2107,280,MADISON AVE N,122441895,23299097,ALRA
P170155230,9/25/2017 0:00,0822,131,IHLAND WAY NE,122456545,23578837,BURGL4
P170159704,10/2/2017 0:00,2354,11299,ARROW POINT DR NE,121095342,24676599,PC4
P170159748,10/3/2017 0:00,0423,9401,NE BUSINESS PARK LN,122325614,24094644,PC4
P170159760,10/3/2017 0:00,0514,1311,WINTERGREEN LN NE,122611920,23657304,PC4
P170159781,10/3/2017 0:00,0611,7571,NE DOLPHIN DR,121805400,26281400,ALRA
P170155302,9/25/2017 0:00,1026,,MADISON AVE N / WINSLOW WAY E,122427905,23249436,WC3
P170159824,10/3/2017 0:00,0858,9419,COPPERTOP LOOP NE,122343895,24119948,T
P170159832,10/3/2017 0:00,0911,9330,NE HIGH SCHOOL RD,122364045,23666097,MVC4
P170160116,10/3/2017 0:00,1814,835,MADISON AVE N,122415345,23498497,WC911
P170160211,10/3/2017 0:00,2151,299,SHANNON DR SE,122508700,23164500,SUSPI3
P170160257,10/4/2017 0:00,0030,625,WINSLOW WAY E,122607645,23236096,WRT3
P170160295,10/4/2017 0:00,0408,11674,MEADOWMEER CIR NE,122148755,24744560,PC4
P170155741,9/26/2017 0:00,0110,625,WINSLOW WAY E,122607645,23236096,WRT4
P170160669,10/4/2017 0:00,1647,7156,NE HIGH SCHOOL RD,121640043,23680747,CPR
P170155792,9/26/2017 0:00,0744,,BLAKELY AVE NE / NE BUCKLIN HILL RD,121922024,23138320,MVC3
P170156087,9/26/2017 0:00,1539,13540,NORTH MADISON AVE NE,122504945,25472151,FU
P170156216,9/26/2017 0:00,2036,,STATE HWY 305 NE / WINSLOW WAY E,122597314,23245536,T
P170160950,10/5/2017 0:00,0802,1792,NE HOSTMARK ST,119945251,27272994,FU
P170156261,9/26/2017 0:00,2311,,NE KOURA RD / STATE HWY 305 NE,122310462,24709752,T
P170161226,10/5/2017 0:00,1531,11773,SUNRISE DR NE,122700845,24899700,FRAUD4
P170156551,9/27/2017 0:00,1339,601,HIGH SCHOOL RD NE,122588345,23631497,ASSIS4
P170156629,9/27/2017 0:00,1536,,NE HIDDEN COVE RD / STATE HWY 305 NE,121741380,25661177,DV3
P170156680,9/27/2017 0:00,1654,860,GILMORE WAY NE,122676545,23316947,UNKNO3
P170161411,10/5/2017 0:00,2149,,WEAVER RD NW / WYATT WAY NW,122168200,23391392,T
P170161487,10/6/2017 0:00,0208,,NE HIDDEN COVE RD / STATE HWY 305 NE,121741380,25661177,T
P170156930,9/28/2017 0:00,0339,11299,ARROW POINT DR NE,121095342,24676599,PC4
P170161552,10/6/2017 0:00,0817,8521,MADISON AVE N,122388295,23738847,T
P170153804,9/22/2017 0:00,1022,11393,SUNRISE DR NE,122710795,24773950,FRAUD4
P170154064,9/22/2017 0:00,1730,9125,SPORTSMAN CLUB RD NE,122244794,24001398,THREA4
P170157877,9/29/2017 0:00,1520,11207,PARKHILL PL NE,122541172,24704905,MVC4
P170158085,9/29/2017 0:00,2124,1220,LOVELL AVE NW,122312745,23623397,ALRA
P170159447,10/2/2017 0:00,1420,9330,NE HIGH SCHOOL RD,122364045,23666097,INTOX3
P170159523,10/2/2017 0:00,1629,5800-BLK,BLAKELY AVE NE,121944589,22949101,T
P170159541,10/2/2017 0:00,1700,499,OLYMPIC DR SE,122674000,23182900,FU
P170162035,10/6/2017 0:00,1933,625,WINSLOW WAY E,122607645,23236096,WC911
P170159592,10/2/2017 0:00,1836,15760,EUCLID AVE NE,122406145,26263753,SUSPI4
P170162180,10/7/2017 0:00,0012,,NORTH MADISON AVE NE / NE TIMBERLANE PL,122453908,24488844,FU
P170162206,10/7/2017 0:00,0132,406,HIGH SCHOOL RD NE,122537800,23644900,ASSIS4
P170162748,10/8/2017 0:00,0210,10802,BATTLE POINT DR NE,121003137,24605918,PC4
P170159613,10/2/2017 0:00,1927,18963,5TH AVE NE,119511604,27328065,RECOV3
P170163261,10/9/2017 0:00,0734,,NE BUSINESS PARK LN / SPORTSMAN CLUB RD NE,122322363,24094833,T
P170159808,10/3/2017 0:00,0826,,NE HIDDEN COVE RD / STATE HWY 305 NE,121741380,25661177,T
P170160448,10/4/2017 0:00,1108,14500,NORTH MADISON AVE NE,122464445,25774402,T
P170163458,10/9/2017 0:00,1325,625,WINSLOW WAY E,122607645,23236096,INFOP3
P170163801,10/10/2017 0:00,0337,625,WINSLOW WAY E,122607645,23236096,WRT3
P170163837,10/10/2017 0:00,0743,1129,MADISON AVE N,122412295,23589497,PC4
P170160643,10/4/2017 0:00,1609,625,WINSLOW WAY E,122607645,23236096,MISC4
P170160695,10/4/2017 0:00,1738,323,NE HIGH SCHOOL RD,122517845,23636247,FOUND4
P170164246,10/10/2017 0:00,2030,314,WINSLOW WAY E,122497336,23247334,PC4
P170160819,10/4/2017 0:00,2205,15466,SUNRISE DR NE,122753059,26107165,PC4
P170161148,10/5/2017 0:00,1344,9711,BIG FIR LN NE,121724365,24226712,ALRA
P170161278,10/5/2017 0:00,1647,,ERICKSEN AVE NE / WYATT WAY NE,122529249,23379651,ASSIS3
P170161274,10/5/2017 0:00,1641,4710,BLAKELY HEIGHTS DR NE,121885944,22574095,THEFT4
P170164352,10/11/2017 0:00,0130,403,MADISON AVE N,122413745,23337897,FI
P170164378,10/11/2017 0:00,0306,406,HIGH SCHOOL RD NE,122537800,23644900,FI
P170161329,10/5/2017 0:00,1808,499,OLYMPIC DR SE,122674000,23182900,INTOX3
P170164431,10/11/2017 0:00,0816,,NE HIGH SCHOOL RD / HORIZON VIEW PL NW,122310356,23631377,CELL
P170164429,10/11/2017 0:00,0805,253,HIGH SCHOOL RD NE,122470100,23646300,FU
P170161544,10/6/2017 0:00,0750,,FERNCLIFF AVE NE / WINSLOW WAY E,122689944,23243431,T
P170164754,10/11/2017 0:00,1819,499,OLYMPIC DR SE,122674000,23182900,PARKI4
P170164792,10/11/2017 0:00,2017,,HIGH SCHOOL RD NE / STATE HWY 305 NE,122571327,23644516,PC3
P170165024,10/12/2017 0:00,1016,337,HIGH SCHOOL RD NE,122530000,23641500,TRANS
P170165061,10/12/2017 0:00,1111,1730,BEANS BIGHT RD NE,122964296,21572143,SUSPI4
P170165092,10/12/2017 0:00,1210,625,WINSLOW WAY E,122607645,23236096,T
P170161566,10/6/2017 0:00,0854,343,WINSLOW WAY E,122510453,23228755,FU
P170165158,10/12/2017 0:00,1428,625,WINSLOW WAY E,122607645,23236096,PC4
P170165188,10/12/2017 0:00,1510,,NE OLD CREOSOTE HILL RD / WELFARE AVE NE,122746981,22716363,ALSP
P170157155,9/28/2017 0:00,1316,1642,JEANETTE PL NW,122270795,23780048,WC3
P170157266,9/28/2017 0:00,1638,,NE KOURA RD / MILLER RD NE,121576649,24728845,DUI3
P170165522,10/13/2017 0:00,0756,8555,MADISON AVE N,122413545,23788748,SUSPI3
P170165664,10/13/2017 0:00,1240,560,WOOD AVE SW,122357295,23110646,WC911
P170165705,10/13/2017 0:00,1409,625,WINSLOW WAY E,122607645,23236096,FI
P170157421,9/28/2017 0:00,2017,1050,BLUE HERON AVE NE,122492045,23562597,CIVIL3
P170165729,10/13/2017 0:00,1453,625,WINSLOW WAY E,122607645,23236096,FI
P170165862,10/13/2017 0:00,1903,,BLAKELY AVE NE / NE OLD MILL RD,121925983,23093545,TRAFF3
P170157578,9/29/2017 0:00,0610,853,MADISON AVE N,122433524,23501046,FU
P170165816,10/13/2017 0:00,1726,9447,MILLER RD NE,121362290,24154454,PC4
P170166073,10/14/2017 0:00,0421,,NE DAY RD E / STATE HWY 305 NE,122023646,25247430,T
P170166237,10/14/2017 0:00,1414,,"XY(122347456,22571025)",122347456,22571025,CELL
P170166176,10/14/2017 0:00,1143,,"XY(121826730,24405722)",121826730,24405722,WCB
P170166368,10/14/2017 0:00,1858,343,WINSLOW WAY E,122510453,23228755,THEFT2
P170166569,10/15/2017 0:00,0848,9782,STATE HWY 305 NE,122396129,24219386,PC4
P170166593,10/15/2017 0:00,0937,16083,EUCLID AVE NE,122366256,26076268,PC4
P170161950,10/6/2017 0:00,1727,21200,OLHAVA WAY NW,119050997,28148750,ASSIS3
P170161986,10/6/2017 0:00,1808,,NE DAY RD E / NE YETI LN,122029809,25271030,CELL
P170166871,10/15/2017 0:00,2020,635,HIGH SCHOOL RD NE,122615945,23616547,PC4
P170166909,10/15/2017 0:00,2136,9556,MANITOU BEACH DR NE,122450130,24307834,PC4
P170161996,10/6/2017 0:00,1827,907,CARVER ST,118435000,20790500,MEDIA
P170166941,10/15/2017 0:00,2253,9588,NE HIGH SCHOOL RD,122421961,23647960,PC4
P170166964,10/15/2017 0:00,2358,,BIHS NORTH SIDE OF GYM,122381678,23703005,PC4
P170166974,10/16/2017 0:00,0043,4192,NE EAGLE HARBOR DR,122699495,22888296,PC4
P170162160,10/6/2017 0:00,2309,,MADRONA WAY NE / MADRONA WAY NE,122484848,23307934,CELL
P170167014,10/16/2017 0:00,0322,7560,NE HIGH SCHOOL RD,121770900,23667900,PC4
P170167018,10/16/2017 0:00,0346,2779,MADISON AVE N,122437782,23689828,PC4
P170167069,10/16/2017 0:00,0809,10539,STATE HWY 305 NE,122392950,24449425,PC4
P170167097,10/16/2017 0:00,0912,12687,NORTH MADISON AVE NE,122468377,25197941,PC4
P170167110,10/16/2017 0:00,0930,9624,SPORTSMAN CLUB RD NE,122373345,24193248,T
P170167134,10/16/2017 0:00,1018,10360,NE BEACH CREST DR,122707395,24425399,FRAUD4
P170167408,10/16/2017 0:00,1802,2451,STATE HWY 305 NE,122577925,23699748,PC4
P170162898,10/8/2017 0:00,1236,686,STATE HWY 305 NE,122560202,23434550,PC4
P170167488,10/16/2017 0:00,2054,280,MADISON AVE N,122441895,23299097,PC3
P170167583,10/17/2017 0:00,0058,635,HIGH SCHOOL RD NE,122615945,23616547,T
P170167643,10/17/2017 0:00,0432,11305,BATTLE POINT DR NE,120904439,24795892,ALRA
P170167645,10/17/2017 0:00,0435,8153,SPRINGRIDGE RD NE,121208342,23718247,ALRA
P170167708,10/17/2017 0:00,0820,281,WINSLOW WAY E,122488561,23247648,PC4
P170163288,10/9/2017 0:00,0846,1230,WEAVER RD NW,122198044,23605047,SUSPI4
P170163382,10/9/2017 0:00,1137,7305,NE HIDDEN COVE RD,121796062,25528639,PC4
P170167870,10/17/2017 0:00,1232,1182,HILDEBRAND LN NE,122535259,23624228,PC4
P170167882,10/17/2017 0:00,1258,,"XY(121328707,22968023)",121328707,22968023,CELL
P170168002,10/17/2017 0:00,1532,12540,STATE HWY 305 NE,122081508,25161254,PC4
P170163927,10/10/2017 0:00,1136,10075,EDGECOMBE PL NE,122494446,24281533,PC4
P170168147,10/17/2017 0:00,1918,7861,NE BUCKLIN HILL RD,121868094,23114996,NARCO3
P170163948,10/10/2017 0:00,1210,625,WINSLOW WAY E,122607645,23236096,PC4
P170168212,10/17/2017 0:00,2155,892,WEAVER RD NW,122170623,23534529,PC4
P170164145,10/10/2017 0:00,1715,253,HIGH SCHOOL RD NE,122470100,23646300,MVC4
P170168313,10/18/2017 0:00,0538,13814,STATE HWY 305 NE,121784817,25597511,PC4
P170168388,10/18/2017 0:00,0939,8850,NE LOVGREEN RD E,122236165,24974836,PC4
P170164276,10/10/2017 0:00,2148,3596,NE EAGLE HARBOR DR,122899250,22858988,PC4
P170164283,10/10/2017 0:00,2201,328,MADISON AVE N,122441595,23322997,UNWAN3
P170168530,10/18/2017 0:00,1407,10050,MANITOU BEACH DR NE,122666933,24359266,PC4
P170168541,10/18/2017 0:00,1418,19631,7TH AVE NE,119594700,27548900,WC911
P170168545,10/18/2017 0:00,1424,,VILLAGE CIR NW / WEAVER RD NW,122169054,23435725,T
P170164326,10/10/2017 0:00,2354,9330,NE HIGH SCHOOL RD,122364045,23666097,PC4
P170164350,10/11/2017 0:00,0121,362,WINSLOW WAY E,122509055,23246734,PC4
P170164416,10/11/2017 0:00,0711,,STATE HWY 305 NE / WINSLOW WAY E,122597314,23245536,T
P170164572,10/11/2017 0:00,1257,8075,NE HIDDEN COVE RD,122005244,25786902,T
P170165108,10/12/2017 0:00,1252,,MILLER RD NE / NE NEW BROOKLYN RD,121365993,23936591,MVC4
P170168883,10/19/2017 0:00,0344,178,MADISON AVE N,122428742,23283626,PC4
P170168886,10/19/2017 0:00,0353,4033,CRYSTAL SPRINGS DR NE,121037131,22383962,PC4
P170165402,10/12/2017 0:00,2238,2170,DOUGLAS DR NE,122469495,21726143,SUICIA
P170169252,10/19/2017 0:00,1826,5350,CREOSOTE PL NE,122940546,22915196,ALRA
P170169407,10/20/2017 0:00,0206,8082,NE DAY RD W,121971209,25249554,PC4
P170169423,10/20/2017 0:00,0325,3592,NE EAGLE HARBOR DR,122900692,22858782,PC4
P170169436,10/20/2017 0:00,0446,322,WINSLOW WAY E,122498719,23247254,PC4
P170165494,10/13/2017 0:00,0608,,NE NEW BROOKLYN RD / NORTH TOWN DR NE,122285390,23917601,T
P170169799,10/20/2017 0:00,1906,316,WINSLOW WAY E,122500880,23252432,UNWAN3
P170165728,10/13/2017 0:00,1450,1053,MADISON AVE N,122422145,23576997,WC3
P170169992,10/21/2017 0:00,0628,1200,HILDEBRAND LN NE,122551345,23614747,PC4
P170170035,10/21/2017 0:00,1046,13735,MANZANITA RD NE,121489393,25551148,PC4
P170170034,10/21/2017 0:00,1037,9435,NORTH TOWN DR NE,122317195,24035798,FU
P170161678,10/6/2017 0:00,1159,1180,HILDEBRAND LN NE,122550445,23601347,T
P170165903,10/13/2017 0:00,2021,11282,NE STATE HWY 104,123195300,29433700,UNKNO3
P170161681,10/6/2017 0:00,1202,4710,BLAKELY HEIGHTS DR NE,121885944,22574095,THEFT4
P170166655,10/15/2017 0:00,1157,9330,NE HIGH SCHOOL RD,122364045,23666097,THEFT4
P170166765,10/15/2017 0:00,1534,9984,NE LAFAYETTE AVE,122616461,26154366,PC4
P170166933,10/15/2017 0:00,2229,9467,NE NORTH TOWN LOOP,122384295,23988548,PC4
P170170360,10/22/2017 0:00,0016,,NE SEABOLD RD / STATE HWY 305 NE,121590942,26041592,FI
P170170471,10/22/2017 0:00,0917,,MILLER RD NE / NE NEW BROOKLYN RD,121365993,23936591,FI
P170170495,10/22/2017 0:00,1031,120,OLYMPIC DR SE,122596664,23239911,PC4
P170170728,10/22/2017 0:00,2015,9561,NE MARY SAM LN,122381945,25313501,SUSPI4
P170170732,10/22/2017 0:00,2025,,NE DAY RD E / STATE HWY 305 NE,122023646,25247430,DUI3
P170170875,10/23/2017 0:00,0619,8805,NE HIDDEN COVE RD,122223466,25764640,PC4
P170170942,10/23/2017 0:00,0915,11027,ROLLING BAY WALK NE,122939796,24631949,SUSPI3
P170171061,10/23/2017 0:00,1247,,GROW AVE NW / WYATT WAY NW,122332496,23385509,T
P170171045,10/23/2017 0:00,1224,3751,LYTLE RD NE,121893894,22257095,HARAS4
P170167003,10/16/2017 0:00,0240,324,WINSLOW WAY E,122499065,23247234,PC4
P170171215,10/23/2017 0:00,1703,9284,FERNCLIFF AVE NE,122695345,24062948,ALRA
P170167472,10/16/2017 0:00,2019,4630,BLAKELY CT E,121997794,22544345,CIVIL3
P170167759,10/17/2017 0:00,0948,,"XY(122497058,23645812)",122497058,23645812,PC4
P170167848,10/17/2017 0:00,1151,759,CHERRY AVE NE,122958691,23467983,PC4
P170171340,10/23/2017 0:00,2126,240,WEAVER RD NW,122177400,23311200,PC4
P170171376,10/23/2017 0:00,2257,417,MADISON AVE N,122430490,23361102,PC4
P170171401,10/24/2017 0:00,0004,253,HIGH SCHOOL NE,122479776,23620889,PC4
P170171514,10/24/2017 0:00,0749,4704,BLAKELY AVE NE,122043094,22567395,DUI4
P170168117,10/17/2017 0:00,1823,,HIGH SCHOOL RD NE / HILDEBRAND LN NE,122535741,23645021,PC4
P170171597,10/24/2017 0:00,1018,10432,NE BRACKENWOOD LN,122825546,25420401,FU
P170168203,10/17/2017 0:00,2135,635,HIGH SCHOOL RD NE,122615945,23616547,T
P170171940,10/24/2017 0:00,2006,625,WINSLOW WAY E,122607645,23236096,MEDIA
P170171955,10/24/2017 0:00,2038,9330,NE HIGH SCHOOL RD,122364045,23666097,FU
P170171971,10/24/2017 0:00,2108,,ARROW POINT DR NE / MILLER RD NE,121550887,24644466,MVC4
P170168286,10/18/2017 0:00,0210,9586,NE HIGH SCHOOL RD,122421381,23648007,PC4
P170172175,10/25/2017 0:00,0915,,NE BUSINESS PARK LN / SPORTSMAN CLUB RD NE,122322363,24094833,T
P170172324,10/25/2017 0:00,1340,550,MADISON AVE N,122431200,23400600,WC4
P170172437,10/25/2017 0:00,1638,8804,MADISON AVE N,122493300,23896241,WC911
P170172577,10/25/2017 0:00,2126,,NE SEABOLD RD / STATE HWY 305 NE,121590942,26041592,T
P170168424,10/18/2017 0:00,1051,625,WINSLOW WAY E,122607645,23236096,PC4
P170172728,10/26/2017 0:00,0544,16262,REITAN RD NE,121457407,26418839,PC4
P170172760,10/26/2017 0:00,0801,4927,NE TOLO RD,120879642,24330349,ASSIS3
P170172876,10/26/2017 0:00,1140,8555,STATE HWY 305 NE,122485720,23946444,PC4
P170168458,10/18/2017 0:00,1137,10212,AFFIRMED LN NE,122096694,24411149,FU
P170172910,10/26/2017 0:00,1251,11651,JUST A MEER LN NE,122232394,24790600,ALRA
P170168625,10/18/2017 0:00,1612,,STATE HWY 305 NE / WINSLOW WAY E,122597314,23245536,TRAFF3
P170168643,10/18/2017 0:00,1642,8530,NE RENNY LN,122112916,24788413,ALRA
P170168640,10/18/2017 0:00,1635,,NE KOURA RD / STATE HWY 305 NE,122310462,24709752,MVC3
P170168666,10/18/2017 0:00,1720,,BATTLE POINT DR NE / MILLER RD NE,121350570,24127016,T
P170173150,10/26/2017 0:00,1958,1208,HILDEBRAND LN NE,122535518,23635375,PC4
P170173165,10/26/2017 0:00,2016,3380,CRYSTAL SPRINGS DR NE,121129642,22171444,PC4
P170173326,10/27/2017 0:00,0533,7666,NE HIGH SCHOOL RD,121802600,23667700,PC4
P170168737,10/18/2017 0:00,1910,625,WINSLOW WAY E,122607645,23236096,DV4
P170169107,10/19/2017 0:00,1405,9125,SPORTSMAN CLUB RD NE,122244794,24001398,SUICIG
P170169696,10/20/2017 0:00,1601,,BLAKELY AVE NE / NE ODD FELLOWS RD,122237627,22290566,PC3
P170169861,10/20/2017 0:00,2143,,LOGG RD NE / NE VALLEY RD,122755726,24697173,SUSPI3
P170166658,10/15/2017 0:00,1203,1000,WEAVER RD NW,122187600,23568300,THREA4
P170170296,10/21/2017 0:00,2129,,NE NEW BROOKLYN RD / SPORTSMAN CLUB RD NE,122235619,23919372,T
P170173781,10/27/2017 0:00,1932,,BIPD,122612812,23237778,FI
P170173794,10/27/2017 0:00,1957,,MILLER RD NE / NE NEW BROOKLYN RD,121365993,23936591,T
P170173814,10/27/2017 0:00,2035,,NE EAGLE HARBOR DR / WYATT WAY NW,121975274,23400294,T
P170173861,10/27/2017 0:00,2153,240,WEAVER RD NW,122177400,23311200,PARKI5
P170173877,10/27/2017 0:00,2229,,NE BUSINESS PARK LN / SPORTSMAN CLUB RD NE,122322363,24094833,T
P170173897,10/27/2017 0:00,2313,15446,SUNRISE DR NE,122763796,26092302,PC4
P170173924,10/28/2017 0:00,0022,1850,SAKAI VILLAGE LOOP NE,122490845,23838998,SUICI4
P170174000,10/28/2017 0:00,0812,5579,NE FOSTER RD,121113092,23857498,ALRA
P170170342,10/21/2017 0:00,2321,,NE DAY RD E / STATE HWY 305 NE,122023646,25247430,DUI3
P170171100,10/23/2017 0:00,1352,,AGATE POINT RD NE / NE NORTH ST,121842188,26631481,FOUND4
P170174096,10/28/2017 0:00,1228,9090,NE DAY RD E,122298145,25258501,THREA3
P170171305,10/23/2017 0:00,1952,499,OLYMPIC DR SE,122674000,23182900,DUI3
P170171324,10/23/2017 0:00,2053,9586,NE HIGH SCHOOL RD,122421381,23648007,PC4
P170174205,10/28/2017 0:00,1557,,ARROW POINT DR NE / MILLER RD NE,121550887,24644466,T
P170174291,10/28/2017 0:00,1849,623,WINSLOW WAY E,122603049,23245360,PC4
P170174274,10/28/2017 0:00,1817,625,WINSLOW WAY E,122607645,23236096,SUICI4
P170174488,10/29/2017 0:00,0214,9401,NE BUSINESS PARK LN,122325614,24094644,PC4
P170174521,10/29/2017 0:00,0338,8898,THREE TREE LN NE,122395565,23943766,PC4
P170174539,10/29/2017 0:00,0454,326,WINSLOW WAY E,122499411,23247214,PC4
P170174564,10/29/2017 0:00,0834,6641,NE JAY ST,121512643,25358901,MISC4
P170171329,10/23/2017 0:00,2101,9330,NE HIGH SCHOOL RD,122364045,23666097,FU
P170174719,10/29/2017 0:00,1502,8804,MADISON AVE N,122493300,23896241,DV4
P170174828,10/29/2017 0:00,1957,,WEAVER RD NW / WYATT WAY NW,122168200,23391392,T
P170174889,10/29/2017 0:00,2215,8726,NE HIGH SCHOOL RD,122155344,23665647,WC3
P170171584,10/24/2017 0:00,0955,280,MADISON AVE,122456675,23284198,PC4
P170174944,10/30/2017 0:00,0106,8656,NE HIDDEN COVE RD,122181946,25765493,PC4
P170175020,10/30/2017 0:00,0743,6544,FLETCHER BAY RD NE,121717210,23188571,MISC3
P170175170,10/30/2017 0:00,1153,,ERICKSEN AVE NE / MADRONE LN N,122485723,23250998,CELL
P170171794,10/24/2017 0:00,1550,,FERNCLIFF AVE NE / HIGH SCHOOL RD NE,122700573,23641750,FOUND4
P170172015,10/24/2017 0:00,2305,11299,ARROW POINT DR NE,121095342,24676599,PC4
P170172665,10/26/2017 0:00,0058,4792,LYNWOOD CENTER RD NE,121766286,22581770,PC4
P170175525,10/30/2017 0:00,2236,14011,PHELPS RD NE,122297336,25681327,PC4
P170175526,10/30/2017 0:00,2238,3594,NE EAGLE HARBOR DR,122899971,22858885,PC4
P170175610,10/31/2017 0:00,0553,1202,HILDEBRAND LN NE,122535458,23632802,PC4
P170172877,10/26/2017 0:00,1140,301,HIGH SCHOOL RD NE,122491500,23645900,MVC4
P170172934,10/26/2017 0:00,1313,8804,MADISON AVE N,122493300,23896241,T
P170175928,10/31/2017 0:00,1928,,FLETCHER BAY RD NE / NE NEW BROOKLYN RD,121365993,23936591,DUI3
P170172996,10/26/2017 0:00,1450,835,MADISON AVE N,122415345,23498497,SEXOF4
P170176069,11/1/2017 0:00,0232,134,MADISON AVE N,122428302,23264461,PC4
P170176079,11/1/2017 0:00,0311,,NE HIGH SCHOOL RD / MADISON AVE N,122434490,23650765,PC4
P170176128,11/1/2017 0:00,0718,9330,NE HIGH SCHOOL RD,122364045,23666097,NOISE4
P170176261,11/1/2017 0:00,1143,380,WINSLOW WAY E,122507500,23253200,WC911
P170176416,11/1/2017 0:00,1600,9562,NE MARY SAM LN,122353695,25358101,SUSPI3
P170176570,11/1/2017 0:00,2209,487,COSGROVE ST NW,122203844,23375397,ALRA
P170176765,11/2/2017 0:00,1025,11002,HYLA AVE NE,122665395,24640849,FU
P170173033,10/26/2017 0:00,1558,675,WINSLOW WAY E,122616305,23244960,PC4
P170176823,11/2/2017 0:00,1148,253,HIGH SCHOOL RD NE,122470100,23646300,MVC4
P170176986,11/2/2017 0:00,1639,,STATE HWY 305 NE / WINSLOW WAY E,122597314,23245536,TRAFF4
P170177259,11/3/2017 0:00,0537,10683,NE VALLEY RD,122782430,24696357,PC4
P170177263,11/3/2017 0:00,0551,1198,HILDEBRAND LN NE,122535419,23631088,PC4
P170173081,10/26/2017 0:00,1721,9435,NORTH TOWN DR NE,122317195,24035798,DV3
P170173507,10/27/2017 0:00,1243,15646,AGATEWOOD RD NE,121683493,26209402,SUSPI3
P170173576,10/27/2017 0:00,1412,190,MADISON AVE N,122440545,23277797,SUSPI3
P170173636,10/27/2017 0:00,1545,,HIGH SCHOOL RD NE / STATE HWY 305 NE,122571327,23644516,RECKL3
P170173639,10/27/2017 0:00,1552,13655,STATE HWY 305 NE,121822392,25542236,PC4
P170177801,11/3/2017 0:00,2324,4680,BLAKELY AVE NE,122024702,22560187,PC4
P170177803,11/3/2017 0:00,2328,8846,MADISON AVE N,122444251,23938251,PC4
P170170095,10/21/2017 0:00,1302,499,OLYMPIC DR SE,122674000,23182900,WC911
P170177894,11/4/2017 0:00,0523,245,HIGH SCHOOL RD NW,122243778,23654735,PC4
P170178061,11/4/2017 0:00,1331,,MADISON AVE S / WINSLOW WAY E,122427905,23249436,PC4
P170170113,10/21/2017 0:00,1349,,NE BAKER HILL RD / BLAKELY AVE NE,122016561,22599535,PC4
P170178195,11/4/2017 0:00,1813,,SEMINOLE RD NE / STATE HWY 305 NE,120267875,26539535,T
P170178249,11/4/2017 0:00,2045,,NE HIDDEN COVE RD / STATE HWY 305 NE,121741380,25661177,DUI3
P170170133,10/21/2017 0:00,1451,9435,NORTH TOWN DR NE,122317195,24035798,FU
P170178383,11/5/2017 0:00,0412,,ERICKSEN AVE NE / KNECHTEL WAY NE,122530878,23446015,ALRA
P170178619,11/5/2017 0:00,1635,8588,NE HIDDEN COVE RD,122175544,25815402,PC4
P170178728,11/5/2017 0:00,2143,,FORT WARD STATE PARK - LOWER,122140309,21923524,PC4
P170178765,11/5/2017 0:00,2330,273,SHANNON DR SE,122488456,23166269,PC4
P170178834,11/6/2017 0:00,0554,,NE HIDDEN COVE RD / STATE HWY 305 NE,121741380,25661177,T
P170178847,11/6/2017 0:00,0739,,NORTH TOWN DR NE / SPORTSMAN CLUB RD NE,122294387,24024244,T
P170178951,11/6/2017 0:00,1108,1850,SAKAI VILLAGE LOOP NE,122490845,23838998,CIVIL4
P170170195,10/21/2017 0:00,1737,9403,CAPSTAN DR NE,122185644,23727197,FU
P170179017,11/6/2017 0:00,1310,,NE KOURA RD / STATE HWY 305 NE,122310462,24709752,MVC4
P170174005,10/28/2017 0:00,0838,,NE NEW BROOKLYN RD / SANDS AVE NE,121914780,23931306,T
P170174053,10/28/2017 0:00,1106,10315,SILVERDALE WAY NW,118278137,24550449,FU
P170179127,11/6/2017 0:00,1640,927,CHERRY AVE NE,122937796,23560197,CPR
P170174151,10/28/2017 0:00,1403,343,WINSLOW WAY E,122510453,23228755,SHOPL3
P170179214,11/6/2017 0:00,2011,,STATE HWY 305 NE / VINEYARD LN,122559456,23438610,T
P170179239,11/6/2017 0:00,2113,10808,BATTLE POINT DR NE,121003168,24607695,PC4
P170179336,11/7/2017 0:00,0401,,STATE HWY 305 NE / VINEYARD LN,122559456,23438610,T
P170179346,11/7/2017 0:00,0613,,SPORTSMAN CLUB RD NE / STATE HWY 305 NE,122395381,24298435,T
P170179353,11/7/2017 0:00,0641,,NE DAY RD W / MILLER RD NE,121978601,25249261,T
P170179533,11/7/2017 0:00,1223,343,WINSLOW WAY E,122510453,23228755,MISC4
P170174181,10/28/2017 0:00,1511,15123,NE ANNA VERA LN,122013844,25962352,FU
P170174638,10/29/2017 0:00,1145,,MADISON AVE N / WINSLOW WAY W,122427905,23249436,PC4
P170174929,10/30/2017 0:00,0011,,NE DAY RD E / STATE HWY 305 NE,122023646,25247430,T
