call_id,agency,actdate,acttime,geox,geoy,streetnbr,street,naturecode
P050056983,BIPD,4/20/2005 0:00,1553,372390170,70991511,308,BROMLEY PL NW,UNKNO2
P050056986,BIPD,4/20/2005 0:00,1603,372883664,72086620,,GROW AV NW / NE HIGH SCHOOL RD,T
P050058852,BIPD,4/23/2005 0:00,2218,370566818,75373879,,NE KOURA RD / MILLER RD NE,T
P050057047,BIPD,4/20/2005 0:00,1753,373186870,72101017,,NE HIGH SCHOOL RD / MADISON AV N,T
P050058937,BIPD,4/24/2005 0:00,0213,372880768,71887123,,GROW AV NW / IHLAND WY NW,T
P050057253,BIPD,4/21/2005 0:00,0550,373058406,74099172,,SPORTSMAN CLUB RD NE / STATE HY 305 NE,T
P050053131,BIPD,4/13/2005 0:00,1126,373179929,71674619,,MADISON AV N / WALLACE WY NE,T
P050057665,BIPD,4/21/2005 0:00,2026,373227976,71188702,215,MADRONA WY NE,FU
P050053231,BIPD,4/13/2005 0:00,1457,373989141,73025531,8971,FERNCLIFF AV NE,FI
P050055317,BIPD,4/17/2005 0:00,1423,370392532,73429173,9300,HOLLY FARM LN NE,THEFT4
P050056045,BIPD,4/18/2005 0:00,2006,373168192,71192146,403,MADISON AV N,FU
P050059815,BIPD,4/25/2005 0:00,1740,374162199,80049659,15700,POINT MONROE DR NE,NAVIG
P050059897,BIPD,4/25/2005 0:00,2049,373058406,74099172,,SPORTSMAN CLUB RD NE / STATE HY 305 NE,T
P050061502,BIPD,4/28/2005 0:00,1858,373378981,69700949,5662,PACKARD LN NE,FU
P050061537,BIPD,4/28/2005 0:00,2032,373159111,70865790,,MADISON AV N / WINSLOW WY E,T
P050059912,BIPD,4/25/2005 0:00,2126,373180962,71189943,125,MADRONA WY NE,FI
P050058418,BIPD,4/23/2005 0:00,0127,371936193,76953219,,NE DAY RD E / STATE HY 305 NE,T
P050058957,BIPD,4/24/2005 0:00,0246,372985231,71513002,321,FIR ACRES DR NW,LOUDP4
P050057383,BIPD,4/21/2005 0:00,1130,373522491,69055392,5007,NEW SWEDEN AV NE,FI
P050057421,BIPD,4/21/2005 0:00,1252,371936193,76953219,,NE DAY RD E / STATE HY 305 NE,DUI3
P050057435,BIPD,4/21/2005 0:00,1315,372893406,71078213,385,SHEPARD WY NW,FU
P050057614,BIPD,4/21/2005 0:00,1841,381763017,65947512,,INFO BREMERTON SUN,MEDIA
P050057654,BIPD,4/21/2005 0:00,1952,374135901,79107246,15000,SUNRISE DR NE,T
P050050069,BIPD,4/6/2005 0:00,2221,373219197,70863256,155,WINSLOW WY E,FOUND4
P050052534,BIPD,4/12/2005 0:00,0115,371066568,78207718,,NE HIDDEN COVE RD / STATE HY 305 NE,PC3
P050050105,BIPD,4/6/2005 0:00,2326,373590403,72068878,,NE HIGH SCHOOL RD / STATE HY 305 NE,T
P050050110,BIPD,4/6/2005 0:00,2335,372929810,76915637,,NE DAY RD E / VISTA DR NE,T
P050052611,BIPD,4/12/2005 0:00,0948,373698391,70849225,625,WINSLOW WY E,FU
P050052805,BIPD,4/12/2005 0:00,1717,372369100,71296311,,WEAVER AV NE / WYATT WY NE,T
P050073351,BIPD,5/18/2005 0:00,2252,371549367,70517827,7934,NE BUCKLIN HILL RD,T
P050073358,BIPD,5/18/2005 0:00,2302,371757275,71056790,,NE BUCKLIN HILL RD / EAGLE HARBOR DR NE,T
P050073360,BIPD,5/18/2005 0:00,2311,371972129,71718727,,NE CARMELLA NE / FINCH RD NE,T
P050073375,BIPD,5/18/2005 0:00,2332,373611587,71266285,,STATE HY 305 NE / VINEYARD LN,T
P050073391,BIPD,5/19/2005 0:00,0016,372454292,76128415,,NE LOVGREEN RD E / STATE HY 305 NE,T
P050073403,BIPD,5/19/2005 0:00,0112,368865441,72901651,5300,NE FLETCHER LANDING,T
P050058066,BIPD,4/22/2005 0:00,1544,373698208,69824256,10010,NE EWING ST,MALIC4
P050056029,BIPD,4/18/2005 0:00,1935,370640168,82528172,18490,SUQUAMISH WY NE,FI
P050058184,BIPD,4/22/2005 0:00,1842,371936193,76953219,,NE DAY RD E / STATE HY 305 NE,T
P050058509,BIPD,4/23/2005 0:00,0730,373155676,70664735,,FERNCLIFF / WINSLOW WY,T
P050058538,BIPD,4/23/2005 0:00,0918,369596922,73180307,6013,NE BLIGH CT,CUSTO4
P050056082,BIPD,4/18/2005 0:00,2100,373693868,69826124,9996,NE EWING ST,HARAS4
P050061631,BIPD,4/29/2005 0:00,0051,371066568,78207718,,3T`S,FI
P050058451,BIPD,4/23/2005 0:00,0249,370613513,79372249,,STATE HY 305 NE / NE WEST PORT MADISON RD,T
P050058553,BIPD,4/23/2005 0:00,1004,373058406,74099172,,SPORTSMAN CLUB RD NE / STATE HY 305 NE,T
P050058561,BIPD,4/23/2005 0:00,1028,364686433,83149803,,NE HOSTMARK ST / STATE HY 305 NE,RECKL3
P050058610,BIPD,4/23/2005 0:00,1219,373058406,74099172,,N MADISON AV NE / STATE HY 305 NE,TRAFF3
P050057662,BIPD,4/21/2005 0:00,2011,370139824,74174257,,MILLER RD NE / NE TOLO RD,FU
P050057776,BIPD,4/22/2005 0:00,0116,373493292,72094710,406,HIGH SCHOOL RD NE,DUI3
P050057959,BIPD,4/22/2005 0:00,1215,373958907,70848849,,POOL,T
P050058015,BIPD,4/22/2005 0:00,1412,373267011,76102379,,N MADISON AV NE / NE WINTHERS RD,T
P050058103,BIPD,4/22/2005 0:00,1643,372982689,72129645,9330,NE HIGH SCHOOL RD,THEFT4
P050056220,BIPD,4/19/2005 0:00,0724,373058406,74099172,,SPORTSMAN CLUB RD NE / STATE HY 305 NE,DUI3
P050056397,BIPD,4/19/2005 0:00,1456,373294106,72037530,253,HIGH SCHOOL RD NE,PC4
P050058583,BIPD,4/23/2005 0:00,1118,373164917,71076097,280,MADISON AV N,ALRA
P050058662,BIPD,4/23/2005 0:00,1426,371789400,68087078,8330,NE BECK RD,WC911
P050058690,BIPD,4/23/2005 0:00,1532,373445802,72071045,349,HIGH SCHOOL RD NE,FU
P050056462,BIPD,4/19/2005 0:00,1650,373058406,74099172,,SPORTSMAN CLUB RD NE / STATE HY 305 NE,RECKL3
P050058825,BIPD,4/23/2005 0:00,2109,370613513,79372249,,STATE HY 305 NE / NE WEST PORT MADISON RD,WC3
P050073436,BIPD,5/19/2005 0:00,0403,373698391,70849225,625,WINSLOW WY E,T
P050071991,BIPD,5/16/2005 0:00,1547,370846350,75822886,,MILLER RD NE / PETERSON HILL RD NE,MVCB
P050073819,BIPD,5/19/2005 0:00,1918,371936193,76953219,,NE DAY RD E / STATE HY 305 NE,T
P050072127,BIPD,5/16/2005 0:00,2018,370991873,75559828,7416,NE ABIES DR,WC911
P050073859,BIPD,5/19/2005 0:00,2038,373164917,71076097,280,MADISON AV N,T
P050073940,BIPD,5/19/2005 0:00,2329,372024707,71778586,,NE LIGHTMOOR CT / SPORTSMAN CLUB RD NE,T
P050062014,BIPD,4/29/2005 0:00,1901,369903973,67429488,3284,POINT WHITE DR NE,WC911
P050060393,BIPD,4/26/2005 0:00,1808,373698391,70849225,625,WINSLOW WY E,MISC4
P050062093,BIPD,4/29/2005 0:00,2145,374242889,74427426,,FALK RD NE / MANITOU BEACH DR NE,T
P050060562,BIPD,4/27/2005 0:00,0045,373459370,70853128,,ERICKSEN AV NE / WINSLOW WY E,FI
P050060611,BIPD,4/27/2005 0:00,0706,371322091,80167039,7571,NE DOLPHIN DR,ALRA
P050060657,BIPD,4/27/2005 0:00,0958,372573499,72906261,,NE NEW BROOKLYN RD / SPORTSMAN CLUB RD NE,T
P050059282,BIPD,4/24/2005 0:00,2005,373680319,70849352,,OLYMPIC DR SE / WINSLOW WY E,T
P050059304,BIPD,4/24/2005 0:00,2053,371359482,80603993,16410,AGATE POINT RD NE,SUICI3
P050058515,BIPD,4/23/2005 0:00,0744,372900566,71553344,391,FIR ACRES DR NW,WC911
P050059477,BIPD,4/25/2005 0:00,0752,372982689,72129645,9330,NE HIGH SCHOOL RD,MVCA
P050058525,BIPD,4/23/2005 0:00,0828,373698391,70849225,625,WINSLOW WY E,WRT3
P050058637,BIPD,4/23/2005 0:00,1344,372128333,70503699,1802,EAGLE HARBOR LN NE,MVC4
P050056530,BIPD,4/19/2005 0:00,1838,373135793,70866997,126,WINSLOW WY W,OPEN2
P050056547,BIPD,4/19/2005 0:00,1926,373085261,66149372,2101,BELFAIR AV NE,MISSI4
P050056618,BIPD,4/19/2005 0:00,2210,373070335,70816763,215,FINCH PL SW,SFC
P050056965,BIPD,4/20/2005 0:00,1521,368803010,74360861,10155,BATTLE POINT DR NE,ALRA
P050056951,BIPD,4/20/2005 0:00,1506,371757275,71056790,,NE BUCKLIN HILL RD / EAGLE HARBOR DR NE,T
P050050143,BIPD,4/7/2005 0:00,0122,370566818,75373879,,NE KOURA RD / MILLER RD NE,T
P050052919,BIPD,4/12/2005 0:00,2146,370303853,79955005,6424,NE AGATE BEACH LN,FU
P050052923,BIPD,4/12/2005 0:00,2158,373195710,72581652,,KIMIKO LN / MADISON AV N,FI
P050050149,BIPD,4/7/2005 0:00,0142,373186870,72101017,,NE HIGH SCHOOL RD / MADISON AV N,T
P050052986,BIPD,4/13/2005 0:00,0148,373186870,72101017,,NE HIGH SCHOOL RD / MADISON AV N,PC4
P050053085,BIPD,4/13/2005 0:00,0944,373294106,72037530,253,HIGH SCHOOL RD NE,SUSPI3
P050073955,BIPD,5/20/2005 0:00,0007,370755306,71674406,,FLETCHER BAY RD NE / ISLAND CENTER RD NE,T
P050074023,BIPD,5/20/2005 0:00,0431,371071628,69751889,,NE JADE LN / LYNWOOD CENTER RD NE,T
P050074077,BIPD,5/20/2005 0:00,0851,370540195,79957747,15790,AGATEWOOD RD NE,WC3
P050074115,BIPD,5/20/2005 0:00,0957,373698391,70849225,625,WINSLOW WY E,SUSPI3
P050074181,BIPD,5/20/2005 0:00,1209,373358170,71465500,282,KNECHTEL WY NE,BLSP
P050072560,BIPD,5/17/2005 0:00,1445,373225379,75697925,9562,NE MORGAN RD,ASSIS4
P050060676,BIPD,4/27/2005 0:00,1025,373698391,70849225,625,WINSLOW WY E,SUSPI3
P050060775,BIPD,4/27/2005 0:00,1331,373698391,70849225,625,WINSLOW WY E,FI
P050060834,BIPD,4/27/2005 0:00,1515,372108679,71308957,,GOWEN PL NW / NE WYATT WY,T
P050062573,BIPD,4/30/2005 0:00,1950,370846350,75822886,,MILLER RD NE / PETERSON HILL RD NE,T
P050061207,BIPD,4/28/2005 0:00,0845,369163734,72263557,7990,HANSEN RD NE,ASSIS3
P050061236,BIPD,4/28/2005 0:00,0956,372765224,70818600,479,GLEN HOLLOW PL SW,ASSIS3
P050047312,BIPD,4/1/2005 0:00,1413,369929244,67717163,6574,NE TARA LN,FI
P050053148,BIPD,4/13/2005 0:00,1215,372982689,72129645,9330,NE HIGH SCHOOL RD,MISC4
P050050556,BIPD,4/7/2005 0:00,2140,373294106,72037530,253,HIGH SCHOOL RD NE,PC3
P050050698,BIPD,4/8/2005 0:00,0816,369604188,73179704,6018,NE BLIGH CT,MISSI4
P050053396,BIPD,4/13/2005 0:00,2043,374490896,69401910,10793,NE BILL POINT DR,PC3
P050053421,BIPD,4/13/2005 0:00,2135,369435063,67250212,3090,CRYSTAL SPRINGS DR NE,WC911
P050057060,BIPD,4/20/2005 0:00,1811,372979057,75706675,9300,NE MORGAN RD,TRESP4
P050059669,BIPD,4/25/2005 0:00,1353,373058406,74099172,,N MADISON AV NE / STATE HY 305 NE,RECKL3
P050059801,BIPD,4/25/2005 0:00,1707,371972129,71718727,,FINCH RD NE / SPORTSMAN CLUB RD NE,MVC3
P050059791,BIPD,4/25/2005 0:00,1646,371936193,76953219,,NE DAY RD E / STATE HY 305 NE,RECKL3
P050057156,BIPD,4/20/2005 0:00,2204,373590403,72068878,,NE HIGH SCHOOL RD / STATE HY 305 NE,T
P050059883,BIPD,4/25/2005 0:00,2003,373680319,70849352,,STATE HY 305 NE / WINSLOW WY E,T
P050072610,BIPD,5/17/2005 0:00,1558,373259695,75696705,,N MADISON AV NE / NE MORGAN RD,FU
P050072617,BIPD,5/17/2005 0:00,1609,373294106,72037530,253,HIGH SCHOOL RD NE,INFOP4
P050074221,BIPD,5/20/2005 0:00,1312,372982689,72129645,9330,NE HIGH SCHOOL RD,PC3
P050074258,BIPD,5/20/2005 0:00,1435,373201418,72892000,,MADISON AV N / NE NEW BROOKLYN RD,T
P050074300,BIPD,5/20/2005 0:00,1539,373153198,70600266,,MADISON AV S / PARFITT WY SW,MVCB
P050058729,BIPD,4/23/2005 0:00,1637,371936193,76953219,,NE DAY RD E / STATE HY 305 NE,T
P050059692,BIPD,4/25/2005 0:00,1430,368010433,79973984,16300,STATE HY 305 NE,FU
P050058738,BIPD,4/23/2005 0:00,1708,371936193,76953219,,MADISON / WINSLOW WY,T
P050058813,BIPD,4/23/2005 0:00,2041,363301453,86236960,,STATE HY 3 NW / STATE HY 305 NE,T
P050058827,BIPD,4/23/2005 0:00,2117,373698391,70849225,625,WINSLOW WY E,FU
P050059985,BIPD,4/26/2005 0:00,0013,370842656,75390882,7222,NE ABIES DR,ALRA
P050061286,BIPD,4/28/2005 0:00,1212,373164917,71076097,280,MADISON AV N,VERBA3
P050061297,BIPD,4/28/2005 0:00,1236,373698391,70849225,625,WINSLOW WY E,FI
P050061319,BIPD,4/28/2005 0:00,1323,373343270,70858020,278,WINSLOW WY E,FOUND5
P050061327,BIPD,4/28/2005 0:00,1347,369221215,75092124,10000,ARROW POINT DR NE,T
P050061379,BIPD,4/28/2005 0:00,1524,373160392,70787557,,BJUNE DR SE / MADISON AV S,FOUND5
P050061549,BIPD,4/28/2005 0:00,2103,373287280,76904551,,NE DAY RD E / N MADISON AV NE,T
P050057190,BIPD,4/20/2005 0:00,2332,371355912,80435667,16253,AGATE POINT RD NE,SUSPI3
P050057213,BIPD,4/21/2005 0:00,0040,373768864,70735799,270,OLYMPIC DR SE,ALSP
P050060382,BIPD,4/26/2005 0:00,1751,372982689,72129645,9330,NE HIGH SCHOOL RD,THEFT4
P050057248,BIPD,4/21/2005 0:00,0515,370963332,78369484,,NE MANUAL RD / STATE HY 305 NE,T
P050057295,BIPD,4/21/2005 0:00,0820,372893406,71078213,385,SHEPARD WY NW,MALIC4
P050057326,BIPD,4/21/2005 0:00,0929,373134052,79194053,15015,WASHINGTON AV NE,BURGL4
P050058883,BIPD,4/23/2005 0:00,2354,369236173,75606554,11299,ARROW POINT DR NE,T
P050058949,BIPD,4/24/2005 0:00,0222,373186870,72101017,,NE HIGH SCHOOL RD / MADISON AV N,T
P050058979,BIPD,4/24/2005 0:00,0500,373756702,70744805,,HARBORVIEW DR SE / OLYMPIC DR SE,T
P050059028,BIPD,4/24/2005 0:00,0957,371936193,76953219,,NE DAY RD E / STATE HY 305 NE,RECKL3
P050060324,BIPD,4/26/2005 0:00,1619,368798734,74192545,,BATTLE POINT DR NE / NE TOLO RD,PC3
P050059057,BIPD,4/24/2005 0:00,1119,373595132,67364495,10230,NE COUNTRY CLUB RD,ALRA
P050074374,BIPD,5/20/2005 0:00,1747,371936193,76953219,,NE DAY RD E / STATE HY 305 NE,WC3
P050074403,BIPD,5/20/2005 0:00,1821,370339228,76703497,12545,MANZANITA RD NE,MVC4
P050074533,BIPD,5/20/2005 0:00,2116,364576401,84031397,,NE LIBERTY RD / STATE HY 305 NE,T
P050074508,BIPD,5/20/2005 0:00,2048,371936193,76953219,,NE DAY RD E / STATE HY 305 NE,RECKL3
P050074532,BIPD,5/20/2005 0:00,2115,364994739,83547356,,12TH AV NE / NE LINCOLN RD,T
P050074664,BIPD,5/20/2005 0:00,2359,373058406,74099172,,N MADISON AV NE / STATE HY 305 NE,T
P050061579,BIPD,4/28/2005 0:00,2211,373179929,71674619,,MADISON AV N / WALLACE WY NE,T
P050061726,BIPD,4/29/2005 0:00,0912,373698391,70849225,625,WINSLOW WY E,FU
P050061832,BIPD,4/29/2005 0:00,1311,363418069,84710854,,NW LINDVIG WY / VIKING AV NW,T
P050061870,BIPD,4/29/2005 0:00,1434,373186870,72101017,,NE HIGH SCHOOL RD / MADISON AV N,T
P050060153,BIPD,4/26/2005 0:00,1118,373698391,70849225,625,WINSLOW WY E,FU
P050050783,BIPD,4/8/2005 0:00,1155,371230672,75016562,,NE BEVERLY LN / MANDUS OLSON RD NE,FI
P050053658,BIPD,4/14/2005 0:00,1214,372511105,72157852,9225,NE BLUEFIN CT,THEFT5
P050053688,BIPD,4/14/2005 0:00,1335,371066568,78207718,,NE HIDDEN COVE RD / STATE HY 305 NE,TRAFF3
P050050972,BIPD,4/8/2005 0:00,1852,372771954,71282058,,LOVELL AV NW / WYATT WY NW,T
P050053740,BIPD,4/14/2005 0:00,1527,373294106,72037530,253,HIGH SCHOOL RD NE,ASSIS4
P050053745,BIPD,4/14/2005 0:00,1538,373479735,71706917,931,HILDEBRAND LN NE,ALRA
P050073828,BIPD,5/19/2005 0:00,1945,371283682,79358533,7515,NE WEST PORT MADISON RD,WC911
P050074846,BIPD,5/21/2005 0:00,0955,371158900,76989535,7500,NE DAY RD W,FI
P050074858,BIPD,5/21/2005 0:00,1020,369920520,72956565,,MILLER RD NE / NE NEW BROOKLYN RD,T
P050074911,BIPD,5/21/2005 0:00,1256,373772073,69921354,5898,MAIN NE,FI
P050074909,BIPD,5/21/2005 0:00,1248,373294106,72037530,253,HIGH SCHOOL RD NE,MVC3
P050074961,BIPD,5/21/2005 0:00,1510,373371385,71979619,301,HIGH SCHOOL RD NE,ASSIS4
P050060207,BIPD,4/26/2005 0:00,1304,372617660,72154630,1302,KINGS PL NW,MALIC4
P050061877,BIPD,4/29/2005 0:00,1457,370996001,69496097,5351,DIAMOND DR NE,THEFT4
P050061966,BIPD,4/29/2005 0:00,1741,369224321,75167774,10199,ARROW POINT DR NE,MISC4
P050060228,BIPD,4/26/2005 0:00,1342,364437293,92476928,28072,STATE HY 3 NE,FRAUD4
P050063797,BIPD,5/2/2005 0:00,2126,371936193,76953219,,NE DAY RD E / STATE HY 305 NE,FI
P050063798,BIPD,5/2/2005 0:00,2130,373782309,71840811,614,EAGLECLIFF RD,BURGL4
P050057368,BIPD,4/21/2005 0:00,1058,0,0,,LEBO / RIDDELL,ABAND5
P050054986,BIPD,4/16/2005 0:00,2223,370102380,80615577,16370,STATE HY 305 NE,DUI3
P050060661,BIPD,4/27/2005 0:00,1003,371936193,76953219,,NE DAY RD E / STATE HY 305 NE,TRAFF3
P050055062,BIPD,4/17/2005 0:00,0037,370706890,75773607,,NE BAY HILL RD / MILLER RD NE,T
P050060749,BIPD,4/27/2005 0:00,1245,373905264,70637166,499,OLYMPIC DR SE,SUSPI3
P050057936,BIPD,4/22/2005 0:00,1134,373958907,70848849,,FERNCLIFF AV NE / WINSLOW WY E,T
P050059081,BIPD,4/24/2005 0:00,1235,371673730,67915749,,NE ODD FELLOWS RD / PLEASANT BEACH DR NE,T
P050059092,BIPD,4/24/2005 0:00,1300,371150358,69505220,,NE EMERALD WY / LYNWOOD CENTER RD NE,T
P050059094,BIPD,4/24/2005 0:00,1305,373459370,70853128,,ERICKSEN AV NE / WINSLOW WY E,T
P050059117,BIPD,4/24/2005 0:00,1342,370331782,71980113,7879,FLETCHER BAY RD NE,T
P050059191,BIPD,4/24/2005 0:00,1617,371936193,76953219,,NE DAY RD E / STATE HY 305 NE,GUNVI3
P050059231,BIPD,4/24/2005 0:00,1746,364686433,83149803,,NE HOSTMARK ST / STATE HY 305 NE,RECKL4
P050075226,BIPD,5/22/2005 0:00,0021,371747826,76958309,,NE DAY RD W / MILLER RD NE,PC3
P050075284,BIPD,5/22/2005 0:00,0332,373159111,70865790,,MADISON AV N / WINSLOW WY E,PC3
P050075314,BIPD,5/22/2005 0:00,0747,373698391,70849225,625,WINSLOW WY E,MISC3
P050075472,BIPD,5/22/2005 0:00,1500,373226863,74178676,10103,N MADISON AV NE,INFOP3
P050075471,BIPD,5/22/2005 0:00,1459,374600585,72016215,1209,CHERRY AV NE,WIRESF
P050075692,BIPD,5/22/2005 0:00,2246,373371385,71979619,301,HIGH SCHOOL RD NE,FI
P050062409,BIPD,4/30/2005 0:00,1316,374011877,65338331,10701,NE SOUTH BEACH RD,FOUND4
P050062484,BIPD,4/30/2005 0:00,1631,373967532,71254763,,FERNCLIFF AV NE / WING POINT WY NE,T
P050064086,BIPD,5/3/2005 0:00,1135,373179929,71674619,,MADISON AV N / WALLACE WY NE,T
P050064082,BIPD,5/3/2005 0:00,1129,373294106,72037530,253,HIGH SCHOOL RD NE,FI
P050062511,BIPD,4/30/2005 0:00,1730,370706890,75773607,,NE BAY HILL RD / MILLER RD NE,T
P050075732,BIPD,5/23/2005 0:00,0027,372982689,72129645,9330,NE HIGH SCHOOL RD,PC3
P050075757,BIPD,5/23/2005 0:00,0145,373392895,71979188,321,HIGH SCHOOL RD NE,FI
P050075797,BIPD,5/23/2005 0:00,0655,373294106,72037530,253,HIGH SCHOOL RD NE,FU
P050075821,BIPD,5/23/2005 0:00,0811,373286910,76887951,12781,N MADISON AV NE,MALIC4
P050074716,BIPD,5/21/2005 0:00,0133,364658453,82559414,,STATE HY 305 NE / NE TOLLEFSON ST,T
P050074773,BIPD,5/21/2005 0:00,0335,371936193,76953219,,NE DAY RD E / STATE HY 305 NE,WC3
P050058137,BIPD,4/22/2005 0:00,1723,372982689,72129645,9330,NE HIGH SCHOOL RD,ASSIS3
P050058594,BIPD,4/23/2005 0:00,1145,373590403,72068878,,NE HIGH SCHOOL RD / STATE HY 305 NE,TRAFF3
P050058592,BIPD,4/23/2005 0:00,1144,373445802,72071045,349,HIGH SCHOOL RD NE,DVG
P050058765,BIPD,4/23/2005 0:00,1817,371120761,70296929,,FLETCHER BAY RD NE / LYNWOOD CENTER RD NE,SUSPI3
P050058902,BIPD,4/24/2005 0:00,0038,372512844,78532339,,NE HIDDEN COVE RD / SPARGUR LOOP RD NE,T
P050058972,BIPD,4/24/2005 0:00,0347,373092452,79787231,,EUCLID AV NE / WASHINGTON AV NE,PC3
P050059238,BIPD,4/24/2005 0:00,1759,373183917,70864741,122,WINSLOW WY E,SUSPI3
P050060946,BIPD,4/27/2005 0:00,1825,370282104,76991127,,NE DAY RD W / MANZANITA RD NE,MENTA3
P050059244,BIPD,4/24/2005 0:00,1813,373698391,70849225,625,WINSLOW WY E,FI
P050058100,BIPD,4/22/2005 0:00,1640,374169163,75447329,11365,LOGG RD NE,DV2
P050061026,BIPD,4/27/2005 0:00,2144,372805543,75317290,,NE KOURA RD / STATE HY 305 NE,TRAFF3
P050058165,BIPD,4/22/2005 0:00,1753,373058406,74099172,,SPORTSMAN CLUB RD NE / STATE HY 305 NE,TRAFF3
P050053749,BIPD,4/14/2005 0:00,1545,373294106,72037530,253,HIGH SCHOOL RD NE,WC3
P050053799,BIPD,4/14/2005 0:00,1709,369228366,75298487,10540,ARROW POINT DR NE,T
P050053878,BIPD,4/14/2005 0:00,1940,373590403,72068878,,NE HIGH SCHOOL RD / STATE HY 305 NE,T
P050054000,BIPD,4/15/2005 0:00,0055,373287280,76904551,,NE DAY RD E / N MADISON AV NE,WC3
P050051214,BIPD,4/9/2005 0:00,0843,373159111,70865790,,MADISON AV N / WINSLOW WY E,FI
P050051248,BIPD,4/9/2005 0:00,1003,371928100,77128719,12985,PHELPS RD NE,RECKL3
P050062560,BIPD,4/30/2005 0:00,1923,0,0,,305 / SORTSMAN CLUB,TRAFF3
P050062564,BIPD,4/30/2005 0:00,1932,373698391,70849225,625,WINSLOW WY E,MEDIA
P050062672,BIPD,4/30/2005 0:00,2302,373325227,70714691,,BJUNE DR SE / BRIEN DR SE,FI
P050062575,BIPD,4/30/2005 0:00,1958,369920520,72956565,,FLETCHER BAY RD NE / MILLER RD NE,MVC3
P050062684,BIPD,4/30/2005 0:00,2319,373493292,72094710,406,HIGH SCHOOL RD NE,T
P050062846,BIPD,5/1/2005 0:00,0829,374015837,75279834,10355,NE VALLEY RD,ALRS
P050074789,BIPD,5/21/2005 0:00,0550,373698391,70849225,625,WINSLOW WY E,WRT4
P050076077,BIPD,5/23/2005 0:00,1512,373179929,71674619,,MADISON AV N / WALLACE WY NE,T
P050076146,BIPD,5/23/2005 0:00,1713,370312054,79932854,6412,NE AGATE BEACH LN,MISC4
P050076202,BIPD,5/23/2005 0:00,1846,373974341,71456855,748,FERNCLIFF AV NE,THEFT4
P050076204,BIPD,5/23/2005 0:00,1856,373698391,70849225,625,WINSLOW WY E,FU
P050061342,BIPD,4/28/2005 0:00,1415,374089209,76881804,,NE DAY RD E / SUNRISE DR NE,T
P050059285,BIPD,4/24/2005 0:00,2013,0,0,,ERICKSON / WINSLOW WY E,T
P050061754,BIPD,4/29/2005 0:00,1024,0,0,,FINCH PL / WINSLOW WAY,FI
P050059467,BIPD,4/25/2005 0:00,0717,372854604,73479897,9338,SPORTSMAN CLUB RD NE,T
P050059589,BIPD,4/25/2005 0:00,1130,373058406,74099172,,SPORTSMAN CLUB RD NE / STATE HY 305 NE,RECKL3
P050059605,BIPD,4/25/2005 0:00,1156,370785406,82961451,18767,4TH AV NE,FI
P050054285,BIPD,4/15/2005 0:00,1646,371379732,76479823,7750,NE BERGMAN RD,FI
P050051341,BIPD,4/9/2005 0:00,1346,373698391,70849225,625,WINSLOW WY E,FU
P050051536,BIPD,4/9/2005 0:00,2233,373680319,70849352,,STATE HY 305 NE / WINSLOW WY E,T
P050051527,BIPD,4/9/2005 0:00,2222,368844197,68134629,,WATERFRONT PARK,BOATT4
P050051497,BIPD,4/9/2005 0:00,2126,371626059,71730218,8222,NE CARMELLA NE,BURGL2
P050054587,BIPD,4/16/2005 0:00,0737,373905264,70637166,499,OLYMPIC DR SE,RECKL3
P050062903,BIPD,5/1/2005 0:00,1116,373903204,73277804,9236,FERNCLIFF AV NE,SUSPI4
P050063081,BIPD,5/1/2005 0:00,1747,372876805,71702309,920,GROW AV NW,RECKL3
P050063095,BIPD,5/1/2005 0:00,1808,370482541,75122127,,ARROW POINT DR NE / MILLER RD NE,T
P050064687,BIPD,5/4/2005 0:00,1025,373506232,72019976,1200,HILDEBRAND LN NE,PC3
P050064698,BIPD,5/4/2005 0:00,1040,373698391,70849225,625,WINSLOW WY E,FU
P050064741,BIPD,5/4/2005 0:00,1248,373698391,70849225,625,WINSLOW WY E,ANIMA5
P050076349,BIPD,5/24/2005 0:00,0033,373173498,71468032,,KNECHTEL WY NE / MADISON AV N,FU
P050076504,BIPD,5/24/2005 0:00,0939,372982689,72129645,9330,NE HIGH SCHOOL RD,PC4
P050076514,BIPD,5/24/2005 0:00,0946,373186870,72101017,,NE HIGH SCHOOL RD / MADISON AV N,PC4
P050076523,BIPD,5/24/2005 0:00,0953,373698391,70849225,625,WINSLOW WY E,ASSIS4
P050076658,BIPD,5/24/2005 0:00,1428,373698391,70849225,625,WINSLOW WY E,FU
P050076848,BIPD,5/24/2005 0:00,1850,373160392,70787557,,BJUNE DR SE / MADISON AV S,T
P050061113,BIPD,4/28/2005 0:00,0050,373987741,72059515,,FERNCLIFF AV NE / NE HIGH SCHOOL RD,NOISE4
P050061205,BIPD,4/28/2005 0:00,0841,373698391,70849225,625,WINSLOW WY E,FI
P050058485,BIPD,4/23/2005 0:00,0555,373155676,70664735,330,MADISON AV S,ALRA
P050058502,BIPD,4/23/2005 0:00,0642,373459370,70853128,,ERICKSEN AV NE / WINSLOW WY E,T
P050059611,BIPD,4/25/2005 0:00,1212,373698391,70849225,625,WINSLOW WY E,MALIC4
P050059604,BIPD,4/25/2005 0:00,1156,372850375,73469073,9343,SPORTSMAN CLUB RD NE,MALIC4
P050059690,BIPD,4/25/2005 0:00,1428,373488568,76901130,9800,NE DAY RD E,T
