call_id,actdate,acttime,streetnbr,street,geox,geoy,naturecode,agency
P13008316B0IPD,5/31/2013 0:00,1509,,STATE HWY 305 NE / WINSLOW WAY E,122597069,23245490,PC3,
P13008325B1IPD,5/31/2013 0:00,1704,,"XY(121481741,26457374)",121481741,26457374,CELL,
P13008327B6IPD,5/31/2013 0:00,1736,,NE HIDDEN COVE RD / HIDDEN HEIGHTS LN NE,121863923,25645739,T,
P13006861B9IPD,5/6/2013 0:00,0818,13180,PHELPS RD NE,122155900,25352000,HARAS4,
P13006895B8IPD,5/6/2013 0:00,1602,,"XY(122317061,23692890)",122317061,23692890,CELL,
P13007317B5IPD,5/13/2013 0:00,1509,,SPORTSMAN CLUB RD NE / STATE HWY 305 NE,122395136,24298387,T,
P13007342B5IPD,5/13/2013 0:00,2014,14610,KOMEDAL RD NE,121575100,25837300,SUSPI4,
P13006947B5IPD,5/7/2013 0:00,1243,625,WINSLOW WAY E,122607400,23236100,HARAS4,
P13006975B1IPD,5/7/2013 0:00,2038,9056,OLYMPUS BEACH RD NE,120996400,24023450,ALRA,
P13007980B1IPD,5/25/2013 0:00,1125,829,HIGH SCHOOL RD NE,122672300,23642200,SUICI3,
P13007992B0IPD,5/25/2013 0:00,1546,9539,NE BEACH CREST DR,122415200,24434200,WC911,
P13008027B5IPD,5/26/2013 0:00,0848,176,WINSLOW WAY W,122405268,23250490,FU,
P13008050B8IPD,5/26/2013 0:00,1738,907,CARVER ST,118435000,20790500,MEDIA,
P13008282B1IPD,5/31/2013 0:00,0048,15843,AGATE PASS BRG,121391000,26467600,T,
P13008068B6IPD,5/26/2013 0:00,2357,499,OLYMPIC DR SE,122674000,23182900,FI,
P13008567B4IPD,6/4/2013 0:00,1957,,"XY(122589726,23627440)",122589726,23627440,CELL,
P13008819B4IPD,6/8/2013 0:00,1917,499,OLYMPIC DR SE,122674000,23182900,MVC4,
P13008818B9IPD,6/8/2013 0:00,1908,,NE AVALON LN / BLAKELY AVE NE,122002329,22667441,INTOX3,
P13008832B4IPD,6/8/2013 0:00,2326,,NE HIDDEN COVE RD / STATE HWY 305 NE,121741136,25661125,FI,
P13008839B1IPD,6/9/2013 0:00,0115,4192,NE EAGLE HARBOR DR,122685900,22854900,FI,
P13008858B3IPD,6/9/2013 0:00,1257,,"XY(122350178,23441506)",122350178,23441506,CELL,
P13007288B0IPD,5/13/2013 0:00,0743,,HIGH SCHOOL RD NE / HILDEBRAND LN NE,122535496,23644973,PC4,
P13006664B1IPD,5/2/2013 0:00,1647,,SPORTSMAN CLUB RD NE / STATE HWY 305 NE,122395136,24298387,ASSIS4,
P13007323B8IPD,5/13/2013 0:00,1556,10899,NE BILL POINT DR,122887000,22832500,ALRA,
P13006916B6IPD,5/6/2013 0:00,2227,7570,NE HIGH SCHOOL RD,121773867,23667914,PC4,
P13007330B2IPD,5/13/2013 0:00,1657,,NE COUNTY PARK RD / SMOLAND LN NE,122048580,26163580,WIRESF,
P13006941B1IPD,5/7/2013 0:00,1056,625,WINSLOW WAY E,122607400,23236100,FI,
P13008473B5IPD,6/3/2013 0:00,0956,301,RAVINE LN NE,122580733,23292590,PC4,
P13008328B0IPD,5/31/2013 0:00,1751,,NE HIDDEN COVE RD / HIDDEN HEIGHTS LN NE,121863923,25645739,T,
P13008341B4IPD,5/31/2013 0:00,2204,625,WINSLOW WAY E,122607400,23236100,FI,
P13008156B9IPD,5/28/2013 0:00,1737,,BATTLE POINT DR NE / MILLER RD NE,121350327,24126968,T,
P13008159B5IPD,5/28/2013 0:00,1828,499,OLYMPIC DR SE,122674000,23182900,WC3,
P13008179B5IPD,5/29/2013 0:00,0655,650,HORIZON VIEW PL NW,122246000,23611600,FU,
P13007369B5IPD,5/14/2013 0:00,1140,9125,SPORTSMAN CLUB RD NE,122290100,24108100,PC4,
P13006994B3IPD,5/8/2013 0:00,0853,145,BJUNE DR SE,122450298,23220814,TRANS,
P13006999B1IPD,5/8/2013 0:00,1014,9330,NE HIGH SCHOOL RD,122363800,23666100,TRANS,
P13007013B6IPD,5/8/2013 0:00,1420,221,WINSLOW WAY W,122387731,23251342,WC2,
P13007026B2IPD,5/8/2013 0:00,1725,11138,NE WING POINT DR,122935250,23301700,ALRA,
P13008872B4IPD,6/9/2013 0:00,1755,4286,BEACH DR E,120906700,21402100,ASSIS3,
P13008877B4IPD,6/9/2013 0:00,1924,13282,ELLINGSEN RD NE,122333549,25506169,MISC3,
P13008905B7IPD,6/10/2013 0:00,0939,9805,NE MURDEN COVE DR,122550350,24367500,WC3,
P13008903B9IPD,6/10/2013 0:00,0905,11869,SUNSET AVE NE,121043450,24950700,GRAFF4,
P13008935B8IPD,6/10/2013 0:00,1724,360,TORMEY LN NE,122527054,23595610,WC911,
P13008959B4IPD,6/11/2013 0:00,0431,499,OLYMPIC DR SE,122674000,23182900,FI,
P13006951B3IPD,5/7/2013 0:00,1356,278,WINSLOW WAY E,122487600,23247600,SUSPI4,
P13007341B3IPD,5/13/2013 0:00,1947,186,WYATT WAY NW,122405200,23396700,WC911,
P13007345B4IPD,5/13/2013 0:00,2138,,HIGH SCHOOL RD NE / STATE HWY 305 NE,122571082,23644469,TRAFF3,
P13006959B1IPD,5/7/2013 0:00,1553,235,CAMELIA LOOP NE,122451700,23598100,THEFT4,
P13007369B1IPD,5/14/2013 0:00,1134,11661,NE YEOMALT POINT DR,123110450,23515950,WIRESU,
P13007000B9IPD,5/8/2013 0:00,1101,,NE HIDDEN COVE RD / STATE HWY 305 NE,121741136,25661125,T,
P13008533B0IPD,6/4/2013 0:00,0959,114,BJUNE DR SE,122434715,23224046,PC4,
P13008194B3IPD,5/29/2013 0:00,1225,,NE HIDDEN COVE RD / STATE HWY 305 NE,121741136,25661125,T,
P13008196B6IPD,5/29/2013 0:00,1301,,MOJI LN NW / WEAVER RD NW,122169866,23500038,T,
P13008366B2IPD,6/1/2013 0:00,1014,547,WINSLOW WAY E,122567004,23246574,PC4,
P13008376B5IPD,6/1/2013 0:00,1344,17000,NOLL RD NE,120190450,26773950,FU,
P13008380B1IPD,6/1/2013 0:00,1508,,BATTLE POINT DR NE / DEAD END,120874335,24518746,CELL,
P13006481B5IPD,4/29/2013 0:00,1319,,MADISON AVE N / STATE HWY 305 NE,122472543,23963078,T,
P13007078B6IPD,5/9/2013 0:00,1552,,SPORTSMAN CLUB RD NE / STATE HWY 305 NE,122395136,24298387,T,
P13007095B5IPD,5/9/2013 0:00,2136,352,STATE HWY 305 NE,122588074,23327892,T,
P13007456B9IPD,5/15/2013 0:00,2145,280,MADISON AVE N,122441700,23299100,MVC4,
P13007137B6IPD,5/10/2013 0:00,1422,,NE DAY RD E / NE YETI LN,122031353,25269536,CELL,
P13007148B0IPD,5/10/2013 0:00,1701,16280,STATE HWY 305 NE,120774700,26302300,ASSIS2,
P13008962B3IPD,6/11/2013 0:00,0734,13200,TEEM LOOP RD NE,121994250,25504700,PC4,
P13008965B7IPD,6/11/2013 0:00,0837,14229,NORTH MADISON AVE NE,122441650,25687650,T,
P13008966B4IPD,6/11/2013 0:00,0855,,NORTH MADISON AVE NE / NE TORVANGER RD,122452164,25628115,T,
P13008962B5IPD,6/11/2013 0:00,0736,280,MADISON AVE N,122441700,23299100,PC4,
P13008974B9IPD,6/11/2013 0:00,1134,299,SHANNON DR SE,122508700,23164500,FOUND4,
P13008971B2IPD,6/11/2013 0:00,1041,,SUNRISE DR NE / NE VALLEY RD,122722526,24697639,MVC3,
P13008323B2IPD,5/31/2013 0:00,1648,11299,ARROW POINT DR NE,121068800,24696200,ALRA,
P13008324B3IPD,5/31/2013 0:00,1658,,MADISON AVE N / WYATT WAY NE,122430637,23382031,RECKL3,
P13008325B5IPD,5/31/2013 0:00,1705,,"XY(121480042,26476020)",121480042,26476020,CELL,
P13008071B8IPD,5/27/2013 0:00,0105,11700,MEADOWMEER CIR NE,122120000,24736300,PC4,
P13008074B1IPD,5/27/2013 0:00,0240,9199,E MAIN ST,121810300,20737500,INFOP3,
P13007472B9IPD,5/16/2013 0:00,0817,,NORTH MADISON AVE NE / NE TORVANGER RD,122452164,25628115,T,
P13007156B5IPD,5/10/2013 0:00,1924,8478,HANSEN RD NE,121056200,23841600,DV4,
P13007161B9IPD,5/10/2013 0:00,2108,,NE DAY RD E / NE YETI LN,122025071,25272959,CELL,
P13007163B4IPD,5/10/2013 0:00,2131,253,HIGH SCHOOL RD NE,122470100,23646300,RECOV3,
P13007505B9IPD,5/16/2013 0:00,1757,9551,NE NEW BROOKLYN RD,122429500,23912200,SUSPI3,
P13007517B3IPD,5/16/2013 0:00,2206,,NE EAGLE HARBOR DR / WYATT WAY NW,121975030,23400247,FI,
P13007002B7IPD,5/8/2013 0:00,1126,7468,NE BAY HILL RD,121757300,24875900,BRUSH,
P13007021B5IPD,5/8/2013 0:00,1610,,HARBOR SQUARE LOOP NE / WINSLOW WAY E,122642550,23244214,T,
P13007389B5IPD,5/14/2013 0:00,1737,,"XY(121983618,25977322)",121983618,25977322,CELL,
P13007390B1IPD,5/14/2013 0:00,1756,245,NE HIGH SCHOOL RD,122404050,23635100,UNKNO2,
P13007398B0IPD,5/14/2013 0:00,2132,,NE DAY RD E / STATE HWY 305 NE,122023402,25247379,T,
P13007028B8IPD,5/8/2013 0:00,1818,625,WINSLOW WAY E,122607400,23236100,MISC4,
P13008984B2IPD,6/11/2013 0:00,1409,910,MADISON AVE N,122446700,23530900,FRAUD4,
P13009004B0IPD,6/11/2013 0:00,1900,7679,FLETCHER BAY RD NE,121397300,23471600,FU,
P13009014B3IPD,6/11/2013 0:00,2254,,MILLER RD NE / NE NEW BROOKLYN RD,121365750,23936543,T,
P13009023B9IPD,6/12/2013 0:00,0222,15900,STATE HWY 305 NE,121341200,26500900,T,
P13009026B1IPD,6/12/2013 0:00,0327,2299,VICTORIAN LN NE,122320217,21719284,PC4,
P13009026B6IPD,6/12/2013 0:00,0343,3590,NE EAGLE HARBOR DR,122901217,22858628,PC4,
P13007170B1IPD,5/10/2013 0:00,2326,15843,AGATE PASS BRG,121391000,26467600,TRAFF3,
P13007240B7IPD,5/12/2013 0:00,0917,281,HIGH SCHOOL RD NE,122482610,23646067,PC4,
P13007250B1IPD,5/12/2013 0:00,1322,299,SHANNON DR SE,122508700,23164500,SUSPI3,
P13007291B4IPD,5/13/2013 0:00,0850,,NE COUNTRY CLUB RD / FORT WARD HILL RD NE,122444940,22146864,MVC4,
P13007307B5IPD,5/13/2013 0:00,1259,,"XY(121579293,26188838)",121579293,26188838,CELL,
P13007316B5IPD,5/13/2013 0:00,1458,,SPORTSMAN CLUB RD NE / STATE HWY 305 NE,122395136,24298387,T,
P13008382B2IPD,6/1/2013 0:00,1553,12525,SUNRISE DR NE,122678800,25143600,HARAS4,
P13008388B4IPD,6/1/2013 0:00,1829,907,CARVER ST,118435000,20790500,MEDIA,
P13008395B6IPD,6/1/2013 0:00,2106,11915,MILLER RD NE,121732101,24969335,T,
P13008640B3IPD,6/6/2013 0:00,0042,7571,NE DOLPHIN DR,121805400,26281400,ALRA,
P13008400B2IPD,6/1/2013 0:00,2255,,MANDUS OLSON RD NE / NE NEW BROOKLYN RD,121781469,23932547,FI,
P13008404B8IPD,6/2/2013 0:00,0016,5166,ROSE AVE NE,122426300,22729400,PROWL3,
P13008811B9IPD,6/8/2013 0:00,1710,,"XY(122406144,23484425)",122406144,23484425,CELL,
P13009033B1IPD,6/12/2013 0:00,0759,,HIGH SCHOOL RD NE / STATE HWY 305 NE,122571082,23644469,MVCG,
P13009040B4IPD,6/12/2013 0:00,1029,,BIPD,122603234,23239489,THEFT4,
P13009042B6IPD,6/12/2013 0:00,1106,,BIPD,122607369,23238729,THEFT4,
P13009051B9IPD,6/12/2013 0:00,1345,343,WINSLOW WAY E,122501900,23247000,MVC4,
P13008102B6IPD,5/27/2013 0:00,1750,,"XY(122347655,24072760)",122347655,24072760,CELL,
P13008336B0IPD,5/31/2013 0:00,1941,200,MADISON AVE N,122493100,23291400,ASSIS3,
P13008340B8IPD,5/31/2013 0:00,2144,,HIGH SCHOOL RD NE / STATE HWY 305 NE,122571082,23644469,RECKL3,
P13008148B5IPD,5/28/2013 0:00,1518,625,WINSLOW WAY E,122607400,23236100,FI,
P13008163B1IPD,5/28/2013 0:00,1949,,HIGH SCHOOL RD NE / STATE HWY 305 NE,122571082,23644469,T,
P13008350B9IPD,6/1/2013 0:00,0048,9000,MILLER RD NE,121360650,24052700,SUSPI3,
P13007435B5IPD,5/15/2013 0:00,1441,,NE NEW BROOKLYN RD / THREE TREE LN NE,122396678,23913403,FU,
P13007448B1IPD,5/15/2013 0:00,1815,,NE EAGLE HARBOR DR / WYATT WAY NW,121975030,23400247,FI,
P13007449B9IPD,5/15/2013 0:00,1855,907,CARVER ST,118435000,20790500,MEDIA,
P13007066B4IPD,5/9/2013 0:00,1252,3692,CRYSTAL SPRINGS DR NE,121086650,22259050,DV4,
P13007473B3IPD,5/16/2013 0:00,0823,,NORTH MADISON AVE NE / PHELPS RD NE,122423110,25842563,T,
P13007475B2IPD,5/16/2013 0:00,0905,,EUCLID AVE NE / WASHINGTON AVE NE,122444389,25908044,T,
P13007345B2IPD,5/13/2013 0:00,2137,,MADISON AVE N / STATE HWY 305 NE,122472543,23963078,TRAFF3,
P13007349B6IPD,5/13/2013 0:00,2332,625,WINSLOW WAY E,122607400,23236100,TRANS,
P13007380B5IPD,5/14/2013 0:00,1505,15843,AGATE PASS BRG,121391000,26467600,PC3,
P13007675B2IPD,5/19/2013 0:00,2242,625,WINSLOW WAY E,122607400,23236100,TRANS,
P13007680B4IPD,5/20/2013 0:00,0118,499,OLYMPIC DR SE,122674000,23182900,T,
P13007382B2IPD,5/14/2013 0:00,1525,,NE EAGLE HARBOR DR / ROSE LOOP NE,122288154,22858476,TRAFF3,
P13007479B4IPD,5/16/2013 0:00,1036,625,WINSLOW WAY E,122607400,23236100,MVC4,
P13007084B9IPD,5/9/2013 0:00,1816,907,CARVER ST,118435000,20790500,MEDIA,
P13007096B3IPD,5/9/2013 0:00,2157,8954,MADISON AVE N,122502650,23960350,ASSAUB,
P13007111B7IPD,5/10/2013 0:00,0756,,NE DAY RD E / STATE HWY 305 NE,122023402,25247379,T,
P13007113B3IPD,5/10/2013 0:00,0836,,HIGH SCHOOL RD NE / STATE HWY 305 NE,122571082,23644469,MVC4,
P13007144B6IPD,5/10/2013 0:00,1606,635,HIGH SCHOOL RD NE,122615700,23616500,ASSIS4,
P13008169B4IPD,5/28/2013 0:00,2152,5510,NE EAGLE HARBOR DR,122254700,22870750,WC3,
P13008174B2IPD,5/29/2013 0:00,0018,11299,ARROW POINT DR NE,121068800,24696200,PC4,
P13008176B0IPD,5/29/2013 0:00,0113,9354,NE HIGH SCHOOL RD,122353676,23650571,PC4,
P13008377B0IPD,6/1/2013 0:00,1358,3628,POINT WHITE DR NE,121444850,22238850,MISSI3,
P13008176B3IPD,5/29/2013 0:00,0133,5598,TAYLOR AVE NE,122684741,22899861,PC4,
P13008386B5IPD,6/1/2013 0:00,1746,4320,NE OLD MILL RD,122484350,22471300,RECKL3,
P13009061B9IPD,6/12/2013 0:00,1613,,TIFFANY MEADOWS DR NE / WING POINT WAY NE,122737851,23374434,LOUDP4,
P13009066B6IPD,6/12/2013 0:00,1719,,NE LOFGREN RD / MORAN RD NE,122445705,24110420,MISC4,
P13009070B8IPD,6/12/2013 0:00,1842,1765,SUSAN PL NW,122252400,23793450,FU,
P13009144B5IPD,6/13/2013 0:00,2152,,NE DAY RD E / STATE HWY 305 NE,122023402,25247379,DUI3,
P13009145B6IPD,6/13/2013 0:00,2210,,NE KOURA RD / STATE HWY 305 NE,122310217,24709702,FI,
P13009161B5IPD,6/14/2013 0:00,0514,,MADISON AVE N / WYATT WAY NE,122430637,23382031,T,
P13007175B6IPD,5/11/2013 0:00,0112,625,WINSLOW WAY E,122607400,23236100,WRT3,
P13007546B0IPD,5/17/2013 0:00,1320,,REITAN RD NE / STATE HWY 305 NE,121501742,26370270,DUI3,
P13007566B1IPD,5/17/2013 0:00,1901,,"XY(121556970,22240116)",121556970,22240116,CELL,
P13007589B1IPD,5/18/2013 0:00,0502,,TAYLOR AVE NE / NE WIGGINS RD,122672832,22651184,WIRESF,
P13007588B4IPD,5/18/2013 0:00,0441,9999,MANITOU BEACH DR NE,122641306,24343299,LOUDP4,
P13007393B9IPD,5/14/2013 0:00,1935,,MADISON AVE N / STATE HWY 305 NE,122472543,23963078,TRAFF3,
P13007705B8IPD,5/20/2013 0:00,1321,625,WINSLOW WAY E,122607400,23236100,FU,
P13007710B4IPD,5/20/2013 0:00,1437,8477,NE NEW BROOKLYN RD,122049487,23926228,ALRA,
P13007408B4IPD,5/15/2013 0:00,0435,260,OLYMPIC DR SE,122653900,23198100,ASSIS3,
P13007712B8IPD,5/20/2013 0:00,1512,12034,CAROLE PL NE,122274000,24992400,ALRA,
P13007726B5IPD,5/20/2013 0:00,2006,,NE DAY RD E / STATE HWY 305 NE,122023402,25247379,T,
P13008189B3IPD,5/29/2013 0:00,1039,625,WINSLOW WAY E,122607400,23236100,THEFT4,
P13008398B1IPD,6/1/2013 0:00,2200,,SPORTSMAN CLUB RD NE / STATE HWY 305 NE,122395136,24298387,T,
P13008201B7IPD,5/29/2013 0:00,1428,625,WINSLOW WAY E,122607400,23236100,WRT4,
P13008222B7IPD,5/29/2013 0:00,2149,,SPORTSMAN CLUB RD NE / STATE HWY 305 NE,122395136,24298387,FI,
P13008227B9IPD,5/29/2013 0:00,2344,7574,NE HIGH SCHOOL RD,121775064,23667906,PC4,
P13007911B8IPD,5/24/2013 0:00,0659,280,MADISON AVE N,122441700,23299100,ALRA,
P13008421B9IPD,6/2/2013 0:00,1008,11216,PINYON AVE NE,121792700,24750900,FIREW4,
P13008448B6IPD,6/2/2013 0:00,2007,,HIGH SCHOOL RD NE / STATE HWY 305 NE,122571082,23644469,INFOP4,
P13008467B0IPD,6/3/2013 0:00,0824,4569,LYNWOOD CENTER RD NE,121750700,22509200,PC4,
P13008699B9IPD,6/6/2013 0:00,2313,,MADISON AVE N / WALLACE WAY NE,122433596,23514669,NOISE4,
P13008468B9IPD,6/3/2013 0:00,0857,343,WINSLOW WAY E,122501900,23247000,PC4,
P13008707B0IPD,6/7/2013 0:00,0218,13945,MANZANITA RD NE,121479950,25629350,ASSIS3,
P13009164B4IPD,6/14/2013 0:00,0750,,MADRONE LN N / WINSLOW WAY E,122461044,23248357,FI,
P13009165B2IPD,6/14/2013 0:00,0812,269,MADISON AVE N,122429216,23314663,PC4,
P13009168B9IPD,6/14/2013 0:00,0917,9010,MILLER RD NE,121339300,24048500,ALRFCP,
P13009174B0IPD,6/14/2013 0:00,1046,9325,NE SOUTH BEACH DR,122295600,21579750,ALRA,
P13009188B4IPD,6/14/2013 0:00,1438,12985,PHELPS RD NE,122013600,25315000,TRAFF4,
P13009194B7IPD,6/14/2013 0:00,1605,,MADISON AVE S / PARFITT WAY SW,122425441,23164008,FI,
P13007738B6IPD,5/21/2013 0:00,0130,10156,THREE T RD NE,122553598,22253062,PC4,
P13007738B8IPD,5/21/2013 0:00,0145,9708,NE BOLERO DR,122420131,22046751,PC4,
P13007740B8IPD,5/21/2013 0:00,0336,,SUNRISE DR NE / NE WOODHAVEN LN,122743490,25754509,WIRESL,
P13007421B1IPD,5/15/2013 0:00,1035,14335,SHASTA LN NE,122660600,25700550,ALRA,
P13007754B3IPD,5/21/2013 0:00,1129,,GROW AVE NW / NE HIGH SCHOOL RD,122337828,23651155,PC4,
P13007435B8IPD,5/15/2013 0:00,1444,724,TIFFANY MEADOWS DR NE,122731000,23452250,ALS,
P13008707B8IPD,6/7/2013 0:00,0252,,NE HIGH SCHOOL RD / LOVELL AVE NW,122305944,23652365,T,
P13008478B4IPD,6/3/2013 0:00,1116,10140,HIGH SCHOOL RD NE,122631900,23643300,PC4,
P13008509B8IPD,6/3/2013 0:00,1941,907,CARVER ST,118435000,20790500,MEDIA,
P13008515B7IPD,6/3/2013 0:00,2222,461,FERNCLIFF AVE NE,122692789,23363146,NOISE4,
P13008342B6IPD,5/31/2013 0:00,2219,12601,NORTH MADISON AVE NE,122467614,25172660,PC4,
P13008247B3IPD,5/30/2013 0:00,1145,,NE BAKER HILL RD / BLAKELY AVE NE,122016317,22599490,RECKL3,
P13008252B1IPD,5/30/2013 0:00,1313,,HARBORVIEW DR SE / OLYMPIC DR SE,122618573,23213755,FI,
P13008257B3IPD,5/30/2013 0:00,1444,11681,NE SUNSET LOOP,121763050,24923600,THEFT4,
P13008260B0IPD,5/30/2013 0:00,1544,,NE HIGH SCHOOL RD / HORIZON VIEW PL NW,122314854,23640764,CELL,
P13008272B3IPD,5/30/2013 0:00,2002,14800,STATE HWY 305 NE,121628900,25910700,FI,
P13008273B0IPD,5/30/2013 0:00,2032,,NE KOURA RD / STATE HWY 305 NE,122310217,24709702,DUI3,
P13009200B6IPD,6/14/2013 0:00,1757,,ERICKSEN AVE NE / MADRONE LN N,122485723,23250998,CELL,
P13009208B8IPD,6/14/2013 0:00,2018,5256,NE OLD MILL RD,122203250,22777150,WC911,
P13009211B3IPD,6/14/2013 0:00,2103,499,OLYMPIC DR SE,122674000,23182900,NARCO3,
P13009030B0IPD,6/12/2013 0:00,0639,1444,COMMODORE LN NW,122276512,23702422,PC4,
P13009217B8IPD,6/14/2013 0:00,2344,,NE HIGH SCHOOL RD / MADISON AVE N,122433634,23644002,T,
P13009221B6IPD,6/15/2013 0:00,0121,,FLETCHER BAY RD NE / SPRINGRIDGE RD NE,121253090,23939289,SUSPI3,
P13007054B2IPD,5/9/2013 0:00,0907,,MILLER RD NE / NE NEW BROOKLYN RD,121365750,23936543,T,
P13007067B1IPD,5/9/2013 0:00,1300,285,MADISON AVE S,122426500,23199000,THEFT5,
P13007775B7IPD,5/21/2013 0:00,1819,7000,FLETCHER BAY RD NE,121726692,23138675,MENTA3,
P13007075B9IPD,5/9/2013 0:00,1506,,GROW AVE NW / NE HIGH SCHOOL RD,122337828,23651155,RECKL4,
P13007820B4IPD,5/22/2013 0:00,1404,141,PARFITT WAY SW,122410800,23143000,BOATT3,
P13007829B9IPD,5/22/2013 0:00,1639,,NE HIDDEN COVE RD / PHELPS RD NE,122357064,25761218,T,
P13008343B2IPD,5/31/2013 0:00,2228,15446,SUNRISE DR NE,122763600,26092300,PC4,
P13008518B6IPD,6/3/2013 0:00,2342,5793,NE CRYSTAL SPRINGS HILL LN,121145300,22295900,BURGL2,
P13008524B8IPD,6/4/2013 0:00,0523,,NORTH MADISON AVE NE / NE TORVANGER RD,122452164,25628115,T,
P13008348B7IPD,5/31/2013 0:00,2356,,NE ENETAI LN / SEALTH LN NE,121657734,27039663,ASSIS3,
P13008824B4IPD,6/8/2013 0:00,2106,,ERICKSEN AVE NE / MADRONE LN N,122485723,23250998,CELL,
P13008354B2IPD,6/1/2013 0:00,0155,,BATTLE POINT DR NE / MILLER RD NE,121350327,24126968,T,
P13007189B2IPD,5/11/2013 0:00,1050,245,HIGH SCHOOL RD NW,122243534,23654688,UNWAN3,
P13007614B1IPD,5/18/2013 0:00,1734,907,CARVER ST,118435000,20790500,MEDIA,
P13007204B8IPD,5/11/2013 0:00,1603,1240,WING POINT WAY NE,122821050,23386050,WCG,
P13007234B2IPD,5/12/2013 0:00,0213,700,MOJI LN NW,122231700,23518950,PC4,
P13007671B7IPD,5/19/2013 0:00,2054,7641,NE NORTH ST,121858050,26622850,FU,
P13007249B7IPD,5/12/2013 0:00,1315,,NE DAY RD E / STATE HWY 305 NE,122023402,25247379,RECKL3,
P13008276B6IPD,5/30/2013 0:00,2218,,HIGH SCHOOL RD NE / STATE HWY 305 NE,122571082,23644469,T,
P13008291B6IPD,5/31/2013 0:00,0835,,NE HIGH SCHOOL RD / SPORTSMAN CLUB RD NE,122100813,23659652,MVCR,
P13008324B5IPD,5/31/2013 0:00,1700,,AARON AVE / GRAND AVE,122856188,23682319,MVCG,
P13008330B9IPD,5/31/2013 0:00,1823,,NE BUSINESS PARK LN / COPPERTOP LOOP NE,122341628,24093666,ASSIS3,
P13008331B5IPD,5/31/2013 0:00,1826,1042,GROW AVE NW,122342600,23567200,CPR,
P13009226B9IPD,6/15/2013 0:00,0341,213,SHANNON DR SE,122466112,23200904,PC4,
P13009262B3IPD,6/15/2013 0:00,1815,15347,SUQUAMISH WAY NE,121270800,26509200,ASSAU2,
P13009266B1IPD,6/15/2013 0:00,1931,,WEAVER RD NW / WYATT WAY NW,122167956,23391345,T,
P13009267B3IPD,6/15/2013 0:00,1955,,MILLER RD NE / NE TOLO RD,121433990,24330529,T,
P13009275B7IPD,6/15/2013 0:00,2234,,KOMEDAL RD NE / NE SEABOLD RD,121564990,26043092,FI,
P13009305B5IPD,6/16/2013 0:00,1351,8218,HANSEN RD NE,121132850,23759400,ALRA,
P13007448B8IPD,5/15/2013 0:00,1834,7279,NE MANUAL RD,121715150,25741800,WIRESL,
P13007469B5IPD,5/16/2013 0:00,0652,,MADISON AVE N / WINSLOW WAY E,122427660,23249390,PC3,
P13007471B1IPD,5/16/2013 0:00,0750,,NORTH MADISON AVE NE / NE TORVANGER RD,122452164,25628115,T,
P13007486B8IPD,5/16/2013 0:00,1240,17253,AGATE PASS RD NE,121786282,26631974,SUSPI4,
P13007880B7IPD,5/23/2013 0:00,1501,6639,NE BAYVIEW BLVD,121473850,25023800,MVC3,
P13007496B5IPD,5/16/2013 0:00,1521,829,HIGH SCHOOL RD NE,122672300,23642200,HARAS4,
P13008592B4IPD,6/5/2013 0:00,0942,6515,NE ADAS WILL LN,121494600,26208850,WC911,
P13008595B1IPD,6/5/2013 0:00,1031,256,WINSLOW WAY E,122480185,23247827,THEFT4,
P13008608B2IPD,6/5/2013 0:00,1352,343,WINSLOW WAY E,122501900,23247000,ASSIS3,
P13008615B6IPD,6/5/2013 0:00,1605,,SUNRISE DR NE / NE VALLEY RD,122722526,24697639,TRAFF3,
P13008615B9IPD,6/5/2013 0:00,1607,8478,NE HIDDEN COVE RD,122128481,25830195,MALIC3,
P13008644B7IPD,6/6/2013 0:00,0336,10997,ARROW POINT DR NE,121137119,24676796,PC4,
P13009115B7IPD,6/13/2013 0:00,1320,9340,NE SOUTH BEACH DR,122328900,21557400,RECOV4,
P13009128B9IPD,6/13/2013 0:00,1708,,NE DAY RD E / STATE HWY 305 NE,122023402,25247379,T,
P13009141B7IPD,6/13/2013 0:00,2055,,MADRONE LN N / WINSLOW WAY E,122461044,23248357,ASSIS3,
P13009315B8IPD,6/16/2013 0:00,1802,,NE DAY RD E / STATE HWY 305 NE,122023402,25247379,T,
P13009344B1IPD,6/17/2013 0:00,0759,9343,SPORTSMAN CLUB RD NE,122337100,24132500,FU,
P13009360B1IPD,6/17/2013 0:00,1244,225,NE HIGH SCHOOL RD,122373600,23636900,HARAS4,
P13008335B5IPD,5/31/2013 0:00,1937,186,WYATT WAY NW,122405200,23396700,FIREW3,
P13008476B2IPD,6/3/2013 0:00,1044,,BATTLE POINT DR NE / DEAD END,120874335,24518746,CELL,
P13008346B5IPD,5/31/2013 0:00,2315,,STATE HWY 305 NE / WINSLOW WAY E,122597069,23245490,T,
P13008349B1IPD,5/31/2013 0:00,2359,,NE ENETAI LN / SEALTH LN NE,121657734,27039663,LOUDP4,
P13008522B5IPD,6/4/2013 0:00,0151,808,CHERRY AVE NE,122958742,23487046,PC4,
P13008523B2IPD,6/4/2013 0:00,0254,9330,NE HIGH SCHOOL RD,122363800,23666100,TRESP3,
P13007692B7IPD,5/20/2013 0:00,0926,625,WINSLOW WAY E,122607400,23236100,MISC3,
P13007737B0IPD,5/21/2013 0:00,0042,,HIGH SCHOOL RD NE / HILDEBRAND LN NE,122535496,23644973,PC4,
